file,text_bm,text_nn,start,end,duration,date,proceedingsfile
Stortinget-20210209-095534_268300_285400,stortingets møte er lovlig satt presidenten vil av smittvernetssyn foreslå at publikumsgalleriet holdes stengt også under dagens møte og det anses vedtatt presidenten vil foreslå at det velges en settepresident for stortingets møter denne uken og anser det som vedtatt,stortinget spøte er lovleg satt presidenten vil at smittvernsyn foreslår at publikum skal leriet haldast stengt også under dagens møte og det anses vedtatt presidenten vil foreslå at det velges en settepresident for stortingets møte denne uken og anser det som vedtatt,268.3,285.4,17.099999999999966,2021-02-09,2021-02-09_proceedings.txt
Stortinget-20210209-095534_286800_300700,presidenten vil foreslå kari henriksen andre forslag eee foreligger ikke og kari henriksen anses enstemmig valgt som settepresident for denne ukens møter statsråd knut arild hareide vil overbringe en kongelig proposisjon,presidenten vil foreslå kari henriksen andre forslag eee folkerike og kari henriksen ansett einstemmig valt som settepresident for denne ukens møter statsråd knut arild hareide vil ove bringe ein kongeleg proposisjon,286.8,300.7,13.899999999999977,2021-02-09,2021-02-09_proceedings.txt
Stortinget-20210209-095534_306800_332200,statsråd hareide gode president dag den ære å overbringe en kongelig proposisjon lov om lønnsnemndbehandling av arbeidstvistene mellom parat ys og nho og fagforbundet lo og nho i forbindelse med hovedtariffoppgjøret tjuetjueproposisjonen vil bli behandlet på reglementsmessig måte representanten erlend wiborg vil framsette to representantforslag,statsråd gode president dagen ære å overbringe ein kongeleg proposisjon lov om lønnsnemndbehandling av arbeidsfristen mellom parat ys og nho og fagforbundet lo og nho i forbindelse med hovudtariffoppgjeret tjuetjue proposisjonen vil bli behandla på reglementsmessig måte representanten ellen viborg vil framsette to representantforslag,306.8,332.2,25.399999999999977,2021-02-09,2021-02-09_proceedings.txt
Stortinget-20210209-095534_340000_368600,president det er en glede på vegne av stortingsrepresentantene gisle meininger saudland sylvi listhaug og meg selv og fremmer forslag om å sikre rettigheter til dagpenger og sykepenger i tråd med forventet pensjonsalder i pensjonsreformen og representantforslag på vegne av gisle meining i saudland helge andre njåstad og meg selv om å sikre et helhetlig navforslagene vil bli behandlet på reglementsmessig,viberpresident er ein glede på vegner av stortingsrepresentantene gisle meininger saudland sylvie listhaug og mas og fremme forslag om å sikre rettigheter til dagpenger og sykepenger i tråd med forventa pensjonsader i pensjonsreformen og representantforslag på eine av gisle meininger saudland helge andre nyåstad og me sel om å sikre eit theletleg naf forslaga vil bli behandla på reglementsmessig,340.0,368.6,28.600000000000023,2021-02-09,2021-02-09_proceedings.txt
Stortinget-20210209-095534_368600_396200,til behandling foreligger de saker som er oppført på dagsorden nummer førtisju og før sakene på dagens kart tas opp til behandling vil presidenten opplyse om at møtet i dag fortsetter utover klokken seksten sak en er lovvedtak sekstifire det synes ikke så noen ber om ordet i den saken og eee saken er da ferdig behandlet sak to er lovvedtak sekstifem da ber kseth om ordet,måte til behandling foreligger dei saker som er oppført på dagsouden nummer førtisju og før sakene på dagens kart har satt til behandling vil presidenten oppleve som at møtet i dag fortsetter utover klokka seksten sak ein er lovvedtak sekstifire det synest ikkje nokon ber om ordet i den saka og eee saka er da ferdigbehandla sak to er lovvedtak sekstifem det blei sette om ordet,368.6,396.2,27.599999999999966,2021-02-09,2021-02-09_proceedings.txt
Stortinget-20210209-095534_405200_432300,kjenseth takk for det president jeg ønsker å ta ordet til sak to da som gjelder lovvedtak sekstifem ved en inkurie er det blitt fremma et endringsforslag til endringsloven som allerede har trådt i kraft fra første januar tjuetjueen endringsloven har dermed blitt konsumert i hovedloven slik at endringen egentlig skulle ha blitt fremma i hovedloven jeg fremmer derfor forslag om at lovvedtak sekstifem ikke blir bifalt og foreslår at s i hovedloven,kjenseth takk for det president eg ønsker å ta ordet til sak to da som gjeld lovetak sekstifem ved ein inkurie blitt fremma eit endringsforslag til endringslova som har halde trådte kraft frå første januar tjuetjueein endringslova den har blitt konsumert i hovudlova slik at endringa eigentleg skulle ha blitt fremma i hovudlov eg fremmer de forslag om at lovvedtak sekstifem ikkje blir bifalt og foreslår ats i hovudloven,405.2,432.3,27.100000000000023,2021-02-09,2021-02-09_proceedings.txt
Stortinget-20210209-095534_432300_461200,eee og vi gjør andre gangs vedtak da på ett årsdadter som skjønt eee og eee til opplysning det her gjelder saken om funksjonelt skille eee og den gjeld det er en eee teknisk lovteknisk sak ikke en politisk sak eee den angår altså alle partiene som har fremma forslag takkingen flere har bedt om ordet i sak to og debatten er omme sak tre gjelder lovvedtak sekstiseks ber noen om ordet i saken så synes ikke,eee og vi eee gjer andre gongs vedtak der på torstad som har sendt eee og eee tele opplysning det her gjeld saka om funksjonelt sylje eee og den gjeld der ein teknisk lovteknisk sak ikkje ein politisk sak eee den angår altså alle partia som har fremma forslag takkingen fleire har bedt om ordet i sak to og debatten er eee omme sak tre gjeld lovvedtak sekstiseks ber no om ordet i saka så synest ikkje,432.3,461.2,28.899999999999977,2021-02-09,2021-02-09_proceedings.txt
Stortinget-20210209-095534_461200_488500,da går stortinget videre til behandling av sak fire innstilling fra transport og kommunikasjonskomiteen om representantforslag fra stortingsrepresentantene arne nævra torgeir knag fylkesnes og solfrid lerbrekk om tiltak for å hindre eller begrense etablering i norge for nye luftfartsselskaper som ikke følger norsk arbeidsrettslig lovgivning representantforslag fra stortingsrepresentantene sverre myrli kirstil leirtrø øystein langholmhansen ingalill olsen og jonas gahr støre om tiltak for ærekraftig luftfart,da går stortinget vidare til behandling av sak fire innstilling fra transport og kommunikasjonskomiteen om representantforslag frå stortingsrepresentantane arne nævra torge knag fylkesnes og solfrid lebek om tiltak for å hindre eller begrense etablering av noreg for nye luftferdselskaper som ikkje følger norsk arbeidsrettsleg lovgiving representantforslag fra stortingsrepresentanten desverre mylig kirsti leirtrø yste lang om hansen ingalill olsen og jonas gaur støre om tiltak for erkraftig luftferd,461.2,488.5,27.30000000000001,2021-02-09,2021-02-09_proceedings.txt
Stortinget-20210209-095534_488500_513700,representantforslag fra stortingsrepresentantene trygve slagsvold vedum marit arnstad geir pollestad siv mossleth og bengt fasteraune om en kriseplan for norsk luftfart ut tjuetjueen og representantforslag fra stortingsrepresentant bjørnar moxnes om å hindre visser i å fly innenriks i norge så lenge de aktivt motarbeider fagorganisering og kollektive forhandlinger og driver med sosial dumping innstilling ett hundre og nittifire s tjuetjue,representantforslaget frå stortingsrepresentantane tryggve slagsråd vedum marit ansta er pollestad siv mossleth og bengt fast revne om ein kriseplan for norsk luftfart ut tjuetjueein og representantforslag frå stortingsrepresentant bjørnar moxnes om å hindre viss er i å fly innanriks i noreg så lenge det er aktivt mot arbeider fagororganisering og kollektive forhandlingar og driver med sosial dumping innstilling eitt hundre og nittifire etter tjuetjue,488.5,513.7,25.200000000000045,2021-02-09,2021-02-09_proceedings.txt
Stortinget-20210209-095534_513700_538800,tjuetjueen jamfør dokument åtte femti s tjuetjue tjuetjueen dokument åtte femtisju s tjuetjue tjuetjueen dokument åtte femtiåtte s tjuetjue tjuetjueen og dokument åtte åttitre s tjuetjue tjuetjueen etter ønske fra komiteen vil presidenten ordne debatten slik fem minutter til hver partigruppe og fem minutter til medlemmer av regjeringen videre vil det innenfor den fordelte taletid bli gitt anledning til inntil seks replikker med svar etter innlegg fra medlemmer av regjeringen,tjuetjueein jamfør dokument åttefemtis tjuetjue tjuetjueein dokument åtte femtisju s tjuetjue tjuetjueein dokument åtte femtiåtte s tjuetjuetjuetjueein og dokument åtte til tre tjuetjue tjuetjueein etter ønske fra komiteen vil presidenten nøyde debatten slik fem minuttar til var partigruppe og fem minutter til medlemmer av regjeringa vidare vil det innforde fordelte taletid blir gitt anledning til interseks replikker med svar til innlegg frå medlemmer av regjeringa,513.7,538.8,25.09999999999991,2021-02-09,2021-02-09_proceedings.txt
