file,text_bm,text_nn,start,end,duration,date,proceedingsfile
Stortinget-20201001-125549_259800_269900,jeg vil anmode på mye stortingspresident tone willhelmsen frøen og nettopp å midlertidig ved stortingets behandling,eg vil amot eee følge stortinget president one billesen øen og nå ho på minne til e ved stortinget fra,259.8,269.9,10.099999999999966,2020-10-01,2020-10-01_proceedings.txt
Stortinget-20201001-125549_290000_300600,da vil eee fungerende president anmode sekretæren på forrige storting runar sjåstad om midlertidig å fungere som sekretær,det vil eee fungerende president anmode sekretæren på forgje storting runarsåsta om midlertidig å fungere som sekretær,290.0,300.6,10.600000000000023,2020-10-01,2020-10-01_proceedings.txt
Stortinget-20201001-125549_316700_344800,det foretas navneopprop av eee representantene svein harberg telle finger mørland åshild bunn gundersen jorunn gledes lossius ingunn foss kari henriksen gisle meininger saudland norunn tveiten benestad hans fredrik grøvan forfal torhild bransdal der foreligger det permisjonssøknad tone wilhelmsen trøen ja anniken huitfeldt hans andreas limi nils aage jegstad,det foretas namneopprop av representantene svein harberg telle finger mæland aasilbun gunnusen jorun gledespråsus ingun foss kari henriksen gisle meininger saudland norund tveiten benestad hans fredrik grøvan forfa torhild bransdal der førlege permisjonssøknad tone villemsen trøen ja anniken vitfelt hans andreas li me nils åge jegstad,316.7,344.8,28.100000000000023,2020-10-01,2020-10-01_proceedings.txt
Stortinget-20201001-125549_344800_373200,sverre myrli forfal turi christensen forfal nina sandberg himan sjogulati solversits hårek elvenes sigbjørn gjelsvik nicholas wilkinson åsmund aukrust bente stein mathisen kari kjønaas kjos tuva moflag forfal anne kristine linnestad martin kolberg trond helleland morten wold lise christoffersen,sverre mylig forfall turi kristensen forfall nina sandberg himanshu gulati solver sits hårek elvenes sigbjørn gjelsvik nicolas wilkinson åsmund aukrust bente stein matisen kari kjønaas jos tuva moflag forfal anne kristine linnestad martin kolberg trond helleland martin vold lise christoffersen,344.8,373.2,28.399999999999977,2020-10-01,2020-10-01_proceedings.txt
Stortinget-20201001-125549_373200_402900,kristin ørmen johnsen per olaf lundteigen jon engenhelgheim masud gharahkhani arne nævra forfall runar sjåstad bengt rune strifeldt ingalill olsen geir adelsten iversen marianne haukland anette trettebergstuen trygve slagsvold vedum forfal nils kristen sandtrøen kristian tonning riise tor andre johnsen,kristin ørmen jonsen per olaf lundteigen jon engen helgheim masud garah khani arne nævra forfall runar sjåstad ja bengt rune strifelt inger lill olsen geir adelsten iversen marianne haukland anette trettebergstuen trygve slagsvold vedum forfal nils kristen sandtrøen kristian tonning riste tor andre jonsen,373.2,402.9,29.69999999999999,2020-10-01,2020-10-01_proceedings.txt
Stortinget-20201001-125549_402900_429800,emilie enger mehl karin andersen ove trellevik magne rommetveit da foreligger permisjonssøknad helge andre njåstad peter frølich jette f christensen torill eidsheim kjersti toppe silje hjemdal audun lysbakken forfall eigil knutsen tomchrister nilsen nyborg,emilie enger mehl karin andersen ove trellevik mangne rommetveit av folge permisjonsseknad helge andre nastad peter frølich gjetter kristensen torhild eidsheim kjersti toppe silje hjemdal audun lysbakken forfall eigil knutsen tom christer nilsen nyborg,402.9,429.8,26.900000000000034,2020-10-01,2020-10-01_proceedings.txt
Stortinget-20201001-125549_429800_458600,liv kari eskeland forfal ruth grung terje breivik forfal nils t bjørke helge orten sylvi listhaug elsemay nudrus jenny klinge forfall marianne synnes emblemsvåg jon georg dale fredric holen bjørdal vesle wang solheim steinar reiten forfall eirik sivertsen margunn ebbesen,liv kari eskeland forfall rudt grunn terje breivik forfall nils t bjørke helge orten sylvi listhaug elsemay nudrus jenny klinge forfa marianne synnes emblemsvåg i unger dale fredrik holen bjørdal vetle wang solheim steinar reiten forfall eirik sivertsen margunn ebbesen,429.8,458.6,28.80000000000001,2020-10-01,2020-10-01_proceedings.txt
Stortinget-20201001-125549_458600_487500,willfred nordlund kjellbørge freiberg åsunn lyngedal forfall jonny finstad det foreligger permisjonssøknad siv mossleth hanne dyveke søttar mona fagerås rigmor aasrud marit knutsdatter strand olaf michael thommessen tore hagebakken morten ørsal johannesen forfall bengt fasteraune ketil kjenseth,willfred nordlund kjell berge freberg åsunn lingedal forfal jonny finstad det farlege pervesjonsteknad siv mossleth hammer di veke setter mona fagerås rigmor aasrud marit knutsdatter strand olaf michael tomusen tore hagebakken martin ørsal johansen forfal bengt fastrene kjetil kjenseth,458.6,487.5,28.899999999999977,2020-10-01,2020-10-01_proceedings.txt
Stortinget-20201001-125549_487500_514500,jonas gahr støre michael tetzschner marianne marthinsen heidi nordby lunde siv jensen kari elisabeth kaski forfall trine skei grande forfall jan bøhler forfall mudassar kapur bjørnar moxnes der foreligger permisjonssøknad une bastholm forfall siri gåsemyr staalesengelund,jonas gar støre mikael tener mariane martinsen heide norby lunde siv jensen kari elisabeth kaski forfall trine skei grande forfall jan bøhler forfald med dassar kapur bjørnar moxnes er forleg permisjonssøknad une vasto forfall siri gåsemyr stalesenggelund,487.5,514.5,27.0,2020-10-01,2020-10-01_proceedings.txt
Stortinget-20201001-125549_514500_543700,kristian tybringgjedde forfall espen barth eide petter eide forfall mathilde tybringgjedde ola elvestuen kamilla strandskog der foreligger det permisjonssøknad sveinung stensland hadia tajik solveig horne margret hagerup torstein tvedt solberg roy steffensen geir sigbjørn toskedal forfall aleksander stokkebø,kristian tybring hedde forfall espen barth eide petter eide forfall matilde tybring hedde ola elvestuen kamilla standskog der for ligg det permisjonssøknad sveinung stensland hada tarik solveig horne margret hagerup torstein tvedt solberg roy stefensen geir sigbjørn toskedal forfall aleksander stokkebø,514.5,543.7,29.200000000000045,2020-10-01,2020-10-01_proceedings.txt
