file,text_bm,text_nn,start,end,duration,date,proceedingsfile
Stortinget-20131217-095445_262500_264800,sanser de anseintet,skal minutt til helse,262.5,264.8,2.3000000000000114,2013-12-17,2013-12-17_proceedings.txt
Stortinget-20131217-095445_329500_359100,stortingets møte er lovlig satt til behandling foreligger de saker som er oppført på dagsorden nummer tjueni presidenten vil foreslå at sakene en til og med fire behandles under ett dette anses som vedtatt sak en innstilling fra transport og kommunikasjonskomiteen om endringer i statsbudsjettet for tjuetretten under samferdselsdepartementet innstilling åtteogåtti s tjuetretten tjuefjorten jamfør proposisjon tjueen s tjuetretten tjuefjorten sak to,stortingets møte er lovlig satt til behandling foreligger dei saker som er oppført på dagsorden nummer tjueni presidenten vil føreslå at sakene ein til og med fire behandlast under eitt dette anses som vedtatt sak ein innstilling frå transport og kommunikasjonskomiteen om endringar i statsbudsjettet for tjuetretten under samferdselsdepartementet innstilling åtte tils tjuetretten tjuefjorten jamfør proposisjon tjue enes tjuetretten tjuefjorten sak to,329.5,359.1,29.600000000000023,2013-12-17,2013-12-17_proceedings.txt
Stortinget-20131217-095445_359100_384400,innstilling fra transport og kommunikasjonskomiteen om endringer i statsbudsjettet for tjuetretten under fornyings administrasjons og kirkedepartementet innstilling åttifem s tjuetretten tjuefjorten jamfør proposisjon ni s tjuetretten tjuefjorten kapittel femten sekstito sak tre innstilling fra transport og kommunikasjonskomite om endringer i statsbudsjettet for tjuetretten under fiskeri og kystdepartementet innstilling seksogåtti s,innstilling frå transport og kommunikasjonskomiteen om endringar i statsbudsjettet for tjuetretten under fornyings administrasjons og kirkedepartementet innstilling åttifem s tjuetretten tjuefjorten jamfør proposisjon i s tjuetretten tjuefjorten kapittel femten sekstito sak tre innstilling frå transport og kommunikasjonskomiteen med endringar i statsbudsjettet for tjuetretten under fiskeri og kystdepartementet innstilling seks og ti s,359.1,384.4,25.299999999999955,2013-12-17,2013-12-17_proceedings.txt
Stortinget-20131217-095445_384400_411600,tjuetretten tjuefjorten jamfør proposisjon elleve s tjuetretten tjuefjorten kapittel ti sekstito og førti sekstito sak fire innstilling fra transport og kommunikasjonskomiteen om endringer i statsbudsjettet for tjuetretten under gyst justis og beredskapsdepartementet innstilling åttisju s tjuetretten tjuefjorten jamfør proposisjon tretten s tjuetretten tjuefjorten kapittel fire femtiseks og trettifire femti,tjuetretten tjuefjorten jamfør proposisjon elleve s i utretten tjuefjorten kapittel ti sekstito og førti sekstito sak fire innstilling frå transport og kommunikasjonskomiteen om endringar i statsbudsjettet for tjuetretten unit justis og beredskapsdepartementet innstilling åt til sjus tjuetretten tjuefjorten jamfør proposisjon tretten et tjuetretten tjuefjorten kapittel fire femtiseks og trettifire femtis,384.4,411.6,27.200000000000045,2013-12-17,2013-12-17_proceedings.txt
Stortinget-20131217-095445_413000_417000,første taler er eirin sund,første talar er eirin sunn,413.0,417.0,4.0,2013-12-17,2013-12-17_proceedings.txt
Stortinget-20131217-095445_430300_460100,president eee jeg vil bare eee på vegne av arbeiderpartiet senterpartiet og sv eee melde inn at på eee kapittel tretten trettien på post nittifem på instra eee infrastrukturfond så vil vi stemme eee imot så det er en stemmeforklaring nå avgjør ingen flere har bedt om ordet og debatten i sakene en til fire er dermed avsluttet,president eee eg vil berre eee på vegner av arbeidarpartiet senterpartiet og sv eee melda inn at på eee kapittel tretten trettiein på post nittifem på innstal eee infrastrukturfond så vil me stemme eee imot så dei stemmer forklaring å avgjeringen fleire har bedt om ordet og debatten i saka er ein til fire er dermed avslutta,430.3,460.1,29.80000000000001,2013-12-17,2013-12-17_proceedings.txt
Stortinget-20131217-095445_460200_488300,sak fem innstilling fra justiskomiteen om endringer i statsbudsjettet for tjuetretten under justis og beredskapsdepartementet innstilling syttitre s tjuetretten tjuefjorten jamfør proposisjon tretten s tjuetretten tjuefjorten her fra unntatt fire femtiseks kapitlene fire femtiseks fire nitti fire nittien trettifire femtiseks og trettifire nitti ingen har bedt om ordet og sak fem er ferdig,sak fem innstilling frå justiskomiteen om endringar i statsbudsjettet for tjuetretten under justis og beredskapsdepartementet innstilling syttitre s tjuetretten tjuefjorten jamfør proposisjon tretten s tjuetretten tjuefjorten her frå unntatt fire femtiseks kapitelet fire femtiseks fire nittifire nittiein trettifire femtiseks og trettifire nitti ingen har bedt om ordet og sak fem er førig,460.2,488.3,28.100000000000023,2013-12-17,2013-12-17_proceedings.txt
Stortinget-20131217-095445_488300_511600,behandlet sak seks innstilling fra arbeids og sosialkomiteen om endringer i statsbudsjettet for tjuetretten under fiskeri og kystdepartementet innstilling nitti s tjuetretten tjuefjorten jamfør proposisjon elleve s tjuetretten tjuefjorten kapittel tjuefem førti ingen har bedt om ordet og debatten i sak seks er dermed ferdig,behandle sak seks innstilling frå arbeids og sosialkomiteen om endringar i statsbudsjettet for tjuetretten under fiskeri og kystdepartementet innstilling dit s tjuetretten tjuefjorten jamfør proposisjon ellevs uetretten tjuefjorten kapittel tjuefem førti ingen har bedt om ordet og debatten i sak seks er dermed ferdig,488.3,511.6,23.30000000000001,2013-12-17,2013-12-17_proceedings.txt
Stortinget-20131217-095445_511900_536200,eee sak syv innstilling fra arbeids og sosialkomiteen om endringer i statsbudsjettet for tjuetretten under arbeidsdepartementet innstilling åttini s tjuetretten tjuefjorten jamfør proposisjon sju s tjuetretten tjuefjorten ingen har bedt om ordet og sak sju er dermed ferdig behandlet sak åtte,eee sak syv innstilling frå arbeids og sosialkomiteen om endringar i statsbudsjettet for tjuetretten under arbeidsdepartementet innstilling åttini s tjuetretten tjuefjorten jamfør proposisjon sjus tjuetretten tjuefjorten ingen har bedt om ordet og sak sju er dermed ferdig behandlet sak åtte,511.9,536.2,24.300000000000068,2013-12-17,2013-12-17_proceedings.txt
Stortinget-20131217-095445_536200_563900,innstilling fra kommunal og arbeidskomiteen om endringar i statsbudsjettet for tjuetretten under barne likestillings og inkluderingsdepartementet innstilling syttisju s tjuetretten tjuefjorten jamfør proposisjon åtte s tjuetretten tjuefjorten kapitlene åtte tjue åtte tjuetre til åtte tjuetre og kapittel trettiåtte tjueen og trettiåtte tjueto ingen har bedt om ordet og k åtte er dermed,innstilling frå kommunal og arbeidskomiteen om endringar i statsbudsjettet for tjuetretten under barne likestillings og inkluderingsdepartementet innstilling sytte sju s tjuetretten tjuefjorten jamfør proposisjon åtte s tjuetretten tjuefjorten kapittel åtte tjue åtte tjuetre til åtte tjuetre og kapitel trettiåtte tjueein og trettiåtte tjueto ingen har bedt om ordet og k åtte er dermed,536.2,563.9,27.699999999999932,2013-12-17,2013-12-17_proceedings.txt
