file,text_bm,text_nn,start,end,duration,date,proceedingsfile
Stortinget-20151212-145529_0_22900,ten for fire år siden og tre måneder fire måneder så sa vi aldri glemme det sa vi også etter andre verdenskrig og hadde veteraner som kjempa for norges frihet men også for friheten til å være seg sjøl og friheten og retten til å være annerledes opplevd den debatten i dag så tror jeg han ville ha reagert kraftig neste taler er jan bøhler,ten for fire år sidan og tre månader fire månader så sa vi aldri gløyme det sa vi også etter andre verdskrig og hadd veteranar som kjempar for noregs frihet men også for friheten til å vere seg sjøl og friheten og retten til å vere anderledes opplevde i debatten i dag så trur eg eg vil ha reagert kraftig neste talar er jan bøhler,0.0,22.9,22.9,2015-12-12,2015-12-12_proceedings.txt
Stortinget-20151212-145529_34700_64200,ja takk gode president jeg vil først eee takke statsråd sanner for svaret angående regjeringskvartalet eee hvor han bekreftet at eee bruk av r fem og r seks s hvor det er åtte departementer som holder til i dag vil eee komme opp til ny vurdering i regjeringen det vil jo innebære at eee prosjektet nytt regjeringskvartal vil kan si i forhold til den helheten som ligger inn inn i dag blir redusert med tredve nei seksti tusen kvadratmeter i omfang av cirka en tredjedel,ja takk eee gode president eg vil først eee takke statsråd sander for svaret angåande regjeringskvartalet eee vor han bekrefte at bruka er fem og er seks så burde vere åttedepartementet for mål til i dag vil eee komme opp til ny vurdering i regjeringa det vil jo innebere at eee prosjektet nytt regjeringskvartal vi kan se i forhold til den heilheten som ligg inn inne i dag blir redusert med tredve nei seksti tusen kvadratmeter i omfang av cirka ein tredjedel,34.7,64.2,29.5,2015-12-12,2015-12-12_proceedings.txt
Stortinget-20151212-145529_64200_94200,og det vil gi mye mer rom for å forme et vellykket prosjekt som eee vil kunne få bred oppslutning og bli bygg vi kan være stolte av både fra statens side og stolte av her i hovedstaden det blir spennende å følge hvordan regjeringen eee gjennomfører den prosessen og man kommer til og det blir også viktig at vi framover mot beslutninger om bevilgninger i totusenognitten kan ha en videre diskusjon i stortinget om det viktigste byggeprosjektet i vår tid både for stat og og for hovedstad,og det vil gi mye meir rom for å forme eit veldig kutt prosjekt som eee vil kunne få brei oppslutning og bli bygg vi kan vere stolte både frå statens side og stolte her i hovudstaden det blir spennande å følge kor dei regjeringa eee gjennomfører den prosessen ho men kommer til og blir også viktig at vi framover mot eee beslutninga om bevilgningar i totusenognitten kan ha ein vidare diskusjon i stortinget om det viktigaste byggeprosjektet i vår tid både for stat og og for hovudstad,64.2,94.2,30.0,2015-12-12,2015-12-12_proceedings.txt
Stortinget-20151212-145529_94200_118600,så jeg takker for det i første omgang en annen viktig sak for hovedstaden president er eee områdesatsingene og der er jeg eee veldig fornøyd med for det første at vi i budsjettet eee som kommunaldepartementet har levert har fått en mere samlet framstilling av hva områdesatsingene handler om det har vi etterspurt tidligere og vi får nå et bilde av satsingene som gjørtere å diskutere det,så eg takker for det i første omgang ein annan viktig sak for hovudstaden president er eee områdesatsingane og der er eg eee veldig fornøgd med for det første at vi i budsjettet eee som kommunaldepartementet har levert har fått ein meir samla framstilling av va områdesatsinga handlar om det har vi etterspurt tidlegare og vi får no eit bilda satsinga som gjer at det er lettare å diskutere,94.2,118.6,24.39999999999999,2015-12-12,2015-12-12_proceedings.txt
Stortinget-20151212-145529_118600_143300,og jeg er også veldig fornøyd med den brede oppslutningen som er om satsingene og om at vi skal gå videre det handler om langsiktig planlegging hvor hvor eee de som jobber med dette rundt i bydelene president jobber på fire fem års ba sikt altså lage prosjekter utreder dem gjør dem ferdige inntil eee midlene kommer slik atr langsiktig arbeid,og eg er også veldig fornøgd med den breie oppslutninga som er om satsingane og om at vi skal gå vidare det handlar om langsiktig planlegging vore vore dei som jobbar med dette rundt i i bydelen eee president jobber på fire fem års sikt altså lage prosjekter utreder dei gjer dei ferdig inntil midla kommer slik at der langsiktige arbeid,118.6,143.3,24.700000000000017,2015-12-12,2015-12-12_proceedings.txt
Stortinget-20151212-145529_143300_173100,og og eee eee diskusjonen om vi skulle forlenge satsingen i ti år til nå etter totusenogseksten den begynte allerede eee noen måneder før valget i totusenogtretten altså rundt rundt årskiftet da i totusenogtolv tretten slik at eee når man da samtidig også reduserte eee avsetningene til bolig by og områdeutvikling først med åtte millioner i fjor så fem millioner i år sånn at den som tidligere var på femti millioner nå er trettiseks millioner så var det det kanskje ikke,og og eee eee diskusjonen om vi skulle forlenge satsinga i ti år til no etter totusenogseksten den beynte aree eee noko månad før valet i totusenogtretten altså rundt rundt årskiftet da i totusenogtolv tretten slik at når mannen da samtidig også reduserte avsetningane til bolig bi og områdeutvikling først med åtte millionar i fjor så fem millionar i år sa at ein som tidlegare var på femti millionar nå er trettiseks millionar så var det kanskje ikkje,143.3,173.1,29.799999999999983,2015-12-12,2015-12-12_proceedings.txt
Stortinget-20151212-145529_173100_200800,er det vel når man når man er i posisjon så bør man forstå at det ikke er rart at opposisjonen når man ser de reduksjonene og det tar to og et halvt år fra diskusjonen begynte om forlengelse i i eee slutten av totusenogtolv til til nå i noen dager før valget høsten totusenognå i høst altså det enogtredveåttende kom svaret fra regjeringen og og det daværende byrådet i oslo om at man vil være med på satsing ti år til,er det når ein når ein er i posisjon så bør ein forstå at det ikkje er rart at opposisjonen når ein ser dei deduksjone og det tar to oget halvt år frå diskusjonen bente om forlengelse i i eee slutten av totusenogtolv til til nå i nokon dager før valget hausten totusenog nå i haust altså det einogtrettiåttende kom svar frå regjeringa og og det davernet byråd i oslo om at einre med på satsing ti år til,173.1,200.8,27.700000000000017,2015-12-12,2015-12-12_proceedings.txt
Stortinget-20151212-145529_200800_229300,det er vi veldig glad for at vi får da grordalssatsing tiår til jeg håper også at vi kan få samme prosess rundt oslo sørsatsingen og satsingene i bergen trondheim og drammen om hvordan de skal forlenges videre og at det blir gode forhandlinger nå mellom det nye byrådet og og regjeringen om at man får utformet satsingene sånn at de blir gode også de kommende tiåreneneste taler er representanten stine renate håheim og deretter kari henriksen,det er veldig glad for at vi får da gruder satsing ti år til eg håper også at vi kan få same en prosess rundt oslo sørsatsinga og satsinga i bergen trondheim og drammen om vordandei skal forlengast vidare og at det blir gode forhandlingar nå mellom det nye byrådet og og regjeringa om at ein eee får utforme satsingar sånn at dei blir gode også dei komande ti åraneste talar er representanten stine renate håheim og deretter kari henriksen,200.8,229.3,28.5,2015-12-12,2015-12-12_proceedings.txt
Stortinget-20151212-145529_233800_254600,heim vær så god president vi har en del utfordringer i landet vårt utfordringer som krever at noen tar ansvar men regjeringspartiene i denne sal nok en gang i dag er mest opptatt av å skylde på arbeiderpartiet,heim ver så godpresident vi har ein del utfordringar i landet vårt utfordringar som krever at nokon tar ansvar men regjeringspartia i denne sal nokon gong i dag er mest optiet,233.8,254.6,20.799999999999983,2015-12-12,2015-12-12_proceedings.txt
Stortinget-20151212-145529_254600_281800,da fremskrittspartiet eee første gang påsto at flyktningstrømmen skyldtes arbeiderpartiets landsmøte så trakk jeg litt på smilebåndet populistisk billig retorikk som vi er vant med fra den kanten men da representanter for høyre begynte med de samme beskyldningene synes jeg det er hakki mer alvorlig bildet av høyre som et anstendig parti,da framstegspartiet eee første gong påstod at flykningestrammen skyldast arbeidarpartiets landsmøte så trekk eg litt på smilebomme populistisk billig retorikk som vi har vant med frå den kanten men då representantar for høgre bynte med dei same beskyldningane synest eg det er hakket meir alvorleg bildet av høgre somdig parti,254.6,281.8,27.200000000000017,2015-12-12,2015-12-12_proceedings.txt
