file,text_bm,text_nn,start,end,duration,date,proceedingsfile
Stortinget-20201002-125438_142700_145100,det de,er bør,142.7,145.1,2.4000000000000057,2020-10-02,2020-10-02_proceedings.txt
Stortinget-20201002-125438_417700_421700,stortingets møte er lovlig satt,stortingets møte er lov ned sett,417.7,421.7,4.0,2020-10-02,2020-10-02_proceedings.txt
Stortinget-20201002-125438_521000_535900,museum simen man har hodesår no s,isaur o i ta er på sidenten,521.0,535.9,14.899999999999977,2020-10-02,2020-10-02_proceedings.txt
Stortinget-20201002-125438_538900_542100,nesten,men neste taler,538.9,542.1,3.2000000000000455,2020-10-02,2020-10-02_proceedings.txt
Stortinget-20201002-125438_545300_548800,eee president eee,rådde represent eee,545.3,548.8,3.5,2020-10-02,2020-10-02_proceedings.txt
Stortinget-20201002-125438_556800_560900,se eee eee avanade,så mas mes,556.8,560.9,4.100000000000023,2020-10-02,2020-10-02_proceedings.txt
Stortinget-20201002-125438_572300_575700,eee,det er lite med,572.3,575.7,3.400000000000091,2020-10-02,2020-10-02_proceedings.txt
Stortinget-20201002-125438_583600_589300,åsnes eee eee har varpå,staaer og neste talar er kikar,583.6,589.3,5.699999999999932,2020-10-02,2020-10-02_proceedings.txt
Stortinget-20201002-125438_620800_647300,ærede president folkets representanter jeg hilser stortinget velkommen til ansvarsfullt arbeid og ønsker at det må bli tilgang for fedrelandet i et halvt år har koronaviruset preget vår hverdag viruset har tatt liv stengt arbeidsplasser og beg,ærede president folkets representanter ja hilser stortinget velkommen til ansvarsfullt arbeid og ønsker at det må bli til gang for fedrelandet i eit halvt år har koronaviruset prega vår kvardag viruset har tatt liv stengt arbeidsplassar og be,620.8,647.3,26.5,2020-10-02,2020-10-02_proceedings.txt
Stortinget-20201002-125438_647300_676800,i et halvt år har regjeringen jobbet for å beskytte det norske samfunnet mot viruset og mot følgende av pandemien i perioden vi nå går inn i er regjeringens mål at vi skal ta hverdagen tilbake håpet er at en at en vaksine kan være godkjent rundt årsskiftet at helsetjenesten gradvis kan vaksinere en økende andel av befolkningen,i eit halvt år har regjeringa jobbe for å beskytte det norske samfunnet mot viruset og mot følgene av pandemieni perioden vi no går inn i er regjeringas mål at vi skal ta kvardagen tilbake håpet er at at ein vaksine kan vere godkjent rundt årskiftet at helsetjenesten gradvis kan vaksinere ein økande andel av befolkninga,647.3,676.8,29.5,2020-10-02,2020-10-02_proceedings.txt
Stortinget-20201002-125438_676800_705200,fram mot neste sommer håpet er at vi igjen kan få leve våre liv slik vi selv ønskerpandemien har vist betydningen av internasjonalt samarbeid det har vært avgjørende i arbeidet for å skaffe norge tilgang til vaksiner regjeringen vil arbeide for at vaksiner også kommer utviklingsland til gode,frammot neste sommar håpet er at vi igjen kan få leve våre liv slik vi sel ønskerpandemien har vist betydninga av internasjonalt samarbeid det har vore avgjerande i arbeidet for å skaffe noreg tilgang til vaksiner regjeringa vil arbeide for at vaksiner også kommer utviklingsland til gode,676.8,705.2,28.40000000000009,2020-10-02,2020-10-02_proceedings.txt
Stortinget-20201002-125438_705200_734500,norge skal gjennom fns sikkerhetsråd fremme et velfungerende internasjonalt samarbeid i tråd med interesser med norske interesser og verdier regjeringen vil takke alle som bidrar i dugnaden mot viruset helsepersonell som står i første rekke lærere som la om til nettbasert undervisning på dagen ansatte i varehandel transport og renhold som sørger for at hjulene,noreg skal gjennom fns sikkerheitsråd fremme eit velfungerande internasjonalt samarbeid i tråd med interesser med norske interesser og verdi regjeringa vil takke alle som bidrar til dugnaden mot viruset helsepersonell som står i første dekket lærarar som la om til nettbasert undervisning på dagen ansatte i varehandel transport og renhald som sørger for at jule,705.2,734.5,29.299999999999955,2020-10-02,2020-10-02_proceedings.txt
Stortinget-20201002-125438_734500_764300,går rundt kommunene som tester smittesporere og håndterer lokale utbrudd alle som har hjemmekontor alle som har handlet for en nabo som er i en risikogruppe idrettsutøvere og kulturlivet som har sett sesongen blir amputert eller spolert de som hadde tatt en ekstra vakt på sykehjemmet for at en pasient skulle ha en hånd å holde i når livet er brudt bedrifter og ansatte,går rundt kommune som tester smittesporar og handterer lokale utbrudd alle som har hjemmekontor alle som har handla for det nabo som er ein risikogruppe idrettsutøvare og kulturlivet som har sett sesongen bli amputert eller spolert dei som har tatt ein ekstra vakt på psykemet for at ein pasient skulle ha ein sånn å halde i når livet er brut bedrifter og ansette,734.5,764.3,29.799999999999955,2020-10-02,2020-10-02_proceedings.txt
Stortinget-20201002-125438_764300_790500,som har stått sammen for å redde arbeidsplasser og ikke minst alle dem som la ned arbeidet sitt da smittevernhensyn gjorde det nødvendig i en svært krevende tid har vi sett norge på sitt aller beste sammen har vi oppnådd mye og sammen skal vi holde ut helt til vi har fått hverdagen,som har stått saman for å redde arbeidsplassar og ikkje minst av den som la ned arbeidet sitt da smittevernhensyn gjorde det nødvendig i ein svært krevjande tid har vi sett noreg på sitt aller beste saman har vi oppnådd mye og saman skal aldri halde ut heilt til vi har fått kvardagen,764.3,790.5,26.200000000000045,2020-10-02,2020-10-02_proceedings.txt
Stortinget-20201002-125438_792000_820700,høy sysselsetting er den viktigste forutsetningen for det norske velferdssamfunnet derfor er arbeidsledigheten en stor utfordring for vårt samfunn i tillegg til belastningen ledigheten er for den enkelte kraftfulle virkemidler ble satt inn da viruset rammet heldigvis er mange som da mistet jobben tilbake i arbeid men arbeidsledigheten er fortsatt for høy,høg sysselsetting er den viktigaste forutsetninga for det norske velferdssamfunnet derfor er arbeidsledigheten ein stor utfordring for vårt samfunn i tillegg til belastninga ledigheten er for den enkelte kraftfulle verkemiddel blei sett inn av viruset rammet heldigvis er mange som da mista jobben tilbake i arbeid men arbeidsledigheten er fortsatt for høg,792.0,820.7,28.700000000000045,2020-10-02,2020-10-02_proceedings.txt
Stortinget-20201002-125438_820700_850400,fortsatt føler mange på usikkerhet om hva framtiden vil bringe om det igjen vil bli bruk for dem i det norske arbeidslivet regjeringens mål er at alle som kan jobbe skal ha en jobb å gå til regjeringen vil følge tett de næringer som rammes hardest det må unngås at ellers lønnsomme jobber går taptregjeringen vil løpende vurdere behovet,fortsatt føler mange på usikkerheit om kva framtida vil bringe om det igjen vil bli bruk for dei i det norske arbeidslivet regjeringas mål er at alle som kan jobbe skal ha ein jobb å gå til regjeringa vil følgje tett dei næringa som rammes hart det må unngås at elles lønnsame jobba går taptregjeringa vil løpande vurdere behovet,820.7,850.4,29.699999999999932,2020-10-02,2020-10-02_proceedings.txt
Stortinget-20201002-125438_850400_880200,for endringer eller innføre nye ordninger hvis det er nødvendig regjeringen vil ta nye initiativ for å bringe norge trygt ut av krisen satsingen på kompetanse skal styrkes noen av jobbene som blir borte vil ikke komme tilbake arbeidstakere må tilbys nå nye utdanningsmuligheter slik at de blir kvalifisert for de nye jobbene som blir skapt regjeringens mål er at mennesker ikke skal gå ut på dato,for endringar eller innføre nye ordningar viss det er nødvendig regjeringa vil ta nye initiativ for å bringe noreg trygt ut av krisen satsinga på kompetanse skal styrkast nokon av jobbene som blir borte vil ikkje komme tilbake arbeidstakarar må tilbods ny nye utdanningsmuligheter slik at det blir kvalifisert for dei nye jobbane som blir skapt regjeringas mål er at menneske ikkje skal gå ut på dato,850.4,880.2,29.800000000000068,2020-10-02,2020-10-02_proceedings.txt
Stortinget-20201002-125438_880200_907400,vårt arbeidsliv omstillingen til et grønnere norge pågår for fullt med denne regjeringens politikk har norge kommet stadig nærmere å nå klimamålet for tjuetjue nye ambisiøse mål for tjuetredve krever nye initiativ regjeringen vil legge frem en stortingsmelding om hvordan vi skal nå klimamåleneetredve,i vårt arbeidsliv omstillinga til et grønnere noreg pågår for fullt med denne regjeringas politikk har noreg komme stadig nærmare å nå klimamålet for tjuetjue nye ambisiøse mål for tjuetredve krever nye initiativ regjeringa vil legge fram ein stortingsmelding om koleis vi skal nå klimamålaetreve,880.2,907.4,27.199999999999932,2020-10-02,2020-10-02_proceedings.txt
