file,text_bm,text_nn,start,end,duration,date,proceedingsfile
Stortinget-20140612-155035_0_29300,sløyden tid til å finne gode tekniske løsninger som gjør det mulig å realisere en områdeløsning på en hensiktsmessig og kostnadseffektiv måte tjuetjueto samsvarer med statoils egen plan for utbygging av bygget inn to på sveidrup noe som gjør det mulig å bygge nødvendig teknisk infrastruktur til havs i tilknytning til nye installasjoner eee eee i byggetrinn to samtidig understreker komiteen at alle installasjoner som bygges på land i forbindelse med byggetrinn igjen skal bidra til å realisere en områdeløsning med kraft,i høy den tid til å finne gode tekniske løysingar så er det mulig å alisere ein områdeløsning på ein hensiktsmessig og kostnadseffektiv måte tjuetjeto samsvar med statholds eigen plan for utbygging av bygt to på sverdrup noko som gjer det mulig å bygge nødvendig teknisk infrastruktur til havs i tilknytting til nye instalasjonar eee eee i bygget trento samtidig understreker komiteen at alle installasjonar som byggast på land i forbindelse med bygge trene igjen skal bidra til å avusere ein områdeløysing med kraft,0.0,29.3,29.3,2014-06-12,2014-06-12_proceedings.txt
Stortinget-20140612-155035_29300_51000,fra land til alle feltene på utsirahøyden innen utgangen av tjuetjueto hva er så klimaeffektene av det stortinget nå vedtar det kommer an på hvilket tidsperspektiv vi legger til grunn klimaforlikets mål strekker seg til tjuetjue ettersom johan sverdrups første byggetrinn skal starte produksjon sent i tjuenitten og utslippene fra de tre andre fylkene ginag et vald grigg og ivar aasen,frå land til alle fylka på utsrøhaden innan utgangen av tjuetjueto kva er så klimaeffektene det stortinget nå vedtar det komme an på kva tidsperspektiv vi ligg til grunn klimaforlikets mål strekker seg til tjuetjue etter som johansverdrufs første byggetrinn skal starte produksjonen sent i tjuenitten og utsleppa frå dei tre andre fylka ginag evalgrig og ivaraasen,29.3,51.0,21.7,2014-06-12,2014-06-12_proceedings.txt
Stortinget-20140612-155035_51000_77500,er relativt sett små i tidsrommet før tjuetjue har tidspunktet for område elektrifisering begrenset innvirkning på norges evne til å nå klimamålene innen tjuetjue norges utslipp fra petroleumssektoren har også underlagt eus kvotesystem og dermed fører utslipp fra gina krog ivar aasen og ival grieg i perioden fra tjuetjue til tjuetjueto ikke til økte utslipp i europa dersom eu nå blir enige om å videreføre kvotemarkedet fra tjuetjue til tjuetredve med de innstramningen,relativt sett små i tidsrommet før tjuetjue har tidspunktet for område rektivisering begrense til innvirkning på noregs evne til å nå klimamålen innan tjuetjue noregs utslipp frå patrullemssektoren har også unnlagt eus kvotesystem og dermed fører utslepp frå gina krågevarasen og edvard krig i perioden frå tjuetjue til tjuetjueto ikkje til økte utslepp i europa dersom eu nå blir einige om å vidareføre kvotemarke frå tjuetjue til tjuetredve med dei innstraminga,51.0,77.5,26.5,2014-06-12,2014-06-12_proceedings.txt
Stortinget-20140612-155035_77500_104800,i et lengre tidsperspektiv stiller saken seg helt annerledes det er ikke forenlig med norges mål om å bli et lavutslippssamfunn innen tjuefemti at vi bygger nye store utslippskilder som vil slippe ut titalls millioner tonn coto de neste femti sekstisytti årene vi vet også lite om hvordan karbonprisen utvikler seg dersom eu skal nå målet om å redusere utslippene i europa med åtte til femognitti prosent innen tjuefemti kan vi imidlertid legge til grunnprisen vil øke,i eit lengre tidsperspektiv stiller saka seg heilt andrade det er ikkje foreinleg med noregs mål om å bli eit lagerskipssamfunn innan tjuefemti at vi bygger nye store utsleppssider som vil slukke ut titals millionar tonn sto i neste femti seksti sytti årna vi veit også lite om korleis karbonprisen utviklar seg dersom eu skal nå målet om å redusere utsleppet i europa med åtte til femognitti prosent innan tjuefemti kan vi imidlertid ligge til grunnprisen vil auke,77.5,104.8,27.299999999999997,2014-06-12,2014-06-12_proceedings.txt
Stortinget-20140612-155035_104800_131400,og at store punktutslipp må renses fases ut eller erstattes med miljøvennlige alternativer over tid dagens vedtak er derfor en langsiktig investering i fremtidens lavutslippssamfunn verden kommer fortsatt til å trenge olje og gass i tiårene fremover også innenfor et togradersscenario norge har de høyeste karbonprisene og de strengeste miljøkravene for oljeproduksjon i verden det gjør oss godt stilt til å være en leverandør av olje og gass også i et marked der kan botprisene stigers inn,og at store punktutslep må rensast fasast ut eller erstattast med belønne alternativ over tid dagens vedtak er derfor ein langsiktig investering i framtidas lavutslippssamfunn verden kommer fortsette å trenge olje og gass i tiåra framover også innanfor to graders senario noreg har dei høyste karbonprisen og dei strengaste miljøkrava for oljeproduksjonen i verda det gjer oss godt stilt til å ver ein leverandør av olje og gass også i eit marked der karmotprisene stigs inn,104.8,131.4,26.60000000000001,2014-06-12,2014-06-12_proceedings.txt
Stortinget-20140612-155035_131400_159200,verden kommer ikke til å slutte å etterspørre olje og gass for de land som norge la være å produsere det er nok hydrokarboner til å dekke opp for norges produksjon etterspørselen etter fossil energi vil bare avta dersom vi lykkes å utvikle konkurransedyktige alternativer innen transport industri og kraftsektoren og petroleumssektoren gir oss finansielle muskler til å bidra til dette grønne skiftetneste taler er representanten oskar grimstad deretter representanten kjell inlf ropstad,verden kommer ikkje til å slutte å etterspørje ole og gass fordi land som noreg la vere å produsere det er nok hydrukarbonden til å dekke opp for noregs produksjonetterspørsen etter fosili energi vil berre avta dersom vi lykkast i å utvikle konkurransedyktig alternativ innan transport industri og kraftsektoren og petroleumssektoren gir oss finansielle muskler til å bidra til dette grønne skiftetneste talar er representanten oskar grimsta deretter representanten kjell inlf ropstad,131.4,159.2,27.799999999999983,2014-06-12,2014-06-12_proceedings.txt
Stortinget-20140612-155035_159700_188200,grimstad vær så godpresident stortinget behandlar i dag et dokument åtteforslag fra svs representanter heikki holmås og audun lysbakken angående elektrifisering av utsirahøyden og det er sjelden at man ser at eee representantforslag får den oppmerksomheta og og har den betydninga som nettopp det som vi debatterer i dag,grimsta ver så godpresident stortinget behandlar i dag eit dokument åtteforslag frå svs representantar heiki holmås og audun lysbakken angåande elektrifisering av eee utsirahøgda og det er skjelden at ein ser eit eee representantforslag får den oppmerksomheita og og har den betydninga som nettopp det som vi debatterer i dag,159.7,188.2,28.5,2014-06-12,2014-06-12_proceedings.txt
Stortinget-20140612-155035_188200_216100,forslaget går i kort og trekk ut på at oljeselskaper på utsirahøgda pålegges å gå for eee en felles kraftfa landløsing til johan sverdrup via til edvar grieg ivar åsen og gina krog fra dag en på denne måten ønsker forslagsstillere å fulle full elektrifisere den såkalte utsiderhøgda med nevnte petroleumsfunn samla bakgrunnen er de store utslippa av klimagasser for fra petroumsaktiviteten på sokkelen,forslaget går i korte trekk ut på at oljeselskapa på utsyrehøgda og pålegget som går for eee ein felles kraft frå landløysing til johan sverdrup vidare til edvar grig ivar snog gina krog frå dag ein på denne måten ønsker for slagsstillarar å fulle full elektrifisere den såkalle utsyrehøgda med nemnde petroleumsfunn samla bakgrunnen er dei store utsleppa av klimagassar frå frå petroumsaktiviteten på sokkelen,188.2,216.1,27.900000000000006,2014-06-12,2014-06-12_proceedings.txt
Stortinget-20140612-155035_216100_245600,dette er bekymra flere over tid og derfor er er bransjen pålagt et avgiftsnivå på om låg fire hundre og femti kroner tonner for utslipp for på denne måten å ha et insitament til utslippsreduksjon derfor er det viktig å understreke at regjeringa heile tida har hatt som mål å elektrifisere det store funnet johan sverdrup som ville ha resultert i et redusert områdeutslipp på om lag sytti prosent innafor et kostnadsnivå som vil være akseptabelt for de fleste,dette bekymrar fleire over tid og derfor er bransjen pålagt eit avgiftsnivå på om og fire hundre og femti kroner tonn eee for utslepp for på denne måten å ha eit insitament til utsleppsreduksjon derfor er det viktig å understreke at regjeringa heile tida har hatt som mål å elektrifisere det store funnet johan sverdrup som vil ha resultert i eit redusert områdeutslepp om lag sytti prosent innanfor eit kostnadsnivå som ville vera akseptabelt for dei fleste,216.1,245.6,29.5,2014-06-12,2014-06-12_proceedings.txt
Stortinget-20140612-155035_245600_271400,så skal det også understrekes at stortinget aldri tidligere har gått inn i ei utbygging i ei så tidlig fase og lagt detaljerte krav for utbygginga utenom de generelle krav som går fram av stortingsmelding med det gode navnet ei næring for framtida og tross at den overgåtte regjeringa med sv som medforslagsstillere relativt nylig har lagt rammene for den viktige næringa med nettopp denne meldinga,så skal det også understrekast at stortinget aldri tidlegare har gått inn i ei utbygging i ei så tidleg fase og lagt detaljerte krav for utbygginga utanom dei generelle krav som går fram av stortingsmelding med det gode namnet ei næring for framtida og trass at ein avgåtte regjeringa med sv som medforslagsstiller relativt nyleg har lagt rammene for denne viktige næringa med nettopp denne meldinga,245.6,271.4,25.799999999999983,2014-06-12,2014-06-12_proceedings.txt
