file,text_bm,text_nn,start,end,duration,date,proceedingsfile
Stortinget-20211001-125343_360300_363000,eskildsen være fastere,press,360.3,363.0,2.6999999999999886,2021-10-01,2021-10-01_proceedings.txt
Stortinget-20211001-125343_397000_409000,jeg vil anmode det forrige stortingspresident tone gihelsenstøen om å midlertidig lede stortingets behandling stiller med,eg vil anråde det borge stortings prepilent tone vi helesekøen om å midlertidig leser stortinget på handte,397.0,409.0,12.0,2021-10-01,2021-10-01_proceedings.txt
Stortinget-20211001-125343_436700_439600,ikke deeeeeet,me på å ete snart,436.7,439.6,2.900000000000034,2021-10-01,2021-10-01_proceedings.txt
Stortinget-20211001-125343_683900_688900,dikteren det er teten på atalanta,gode reisemåte må,683.9,688.9,5.0,2021-10-01,2021-10-01_proceedings.txt
Stortinget-20211001-125343_692500_694800,oehme nei,er tidene,692.5,694.8,2.2999999999999545,2021-10-01,2021-10-01_proceedings.txt
Stortinget-20211001-125343_704200_707000,var et amtene,og det skal gå om onde,704.2,707.0,2.7999999999999545,2021-10-01,2021-10-01_proceedings.txt
Stortinget-20211001-125343_717800_720300,,der har,717.8,720.3,2.5,2021-10-01,2021-10-01_proceedings.txt
Stortinget-20211001-125343_729800_735200,lamaene kanskje,det banka,729.8,735.2,5.400000000000091,2021-10-01,2021-10-01_proceedings.txt
Stortinget-20211001-125343_743900_751000,tadaaaaaa,må jatilekte,743.9,751.0,7.100000000000023,2021-10-01,2021-10-01_proceedings.txt
Stortinget-20211001-125343_756400_758900,kanaaneerne,må me mukje,756.4,758.9,2.5,2021-10-01,2021-10-01_proceedings.txt
Stortinget-20211001-125343_768500_775800,tomme alle leeeeeeeeeeenge,i så taket på,768.5,775.8,7.2999999999999545,2021-10-01,2021-10-01_proceedings.txt
Stortinget-20211001-125343_781100_783400,taupo,,781.1,783.4,2.2999999999999545,2021-10-01,2021-10-01_proceedings.txt
Stortinget-20211001-125343_788800_795300,nesene,ope,788.8,795.3,6.5,2021-10-01,2021-10-01_proceedings.txt
Stortinget-20211001-125343_803500_809000,doseområde separatoren,frå ikea ikkje god,803.5,809.0,5.5,2021-10-01,2021-10-01_proceedings.txt
Stortinget-20211001-125343_825500_831800,deeeeeet aeromonas,onkontor,825.5,831.8,6.2999999999999545,2021-10-01,2021-10-01_proceedings.txt
Stortinget-20211001-125343_889700_892300,neeeeeeeei,ho men det å måneguden,889.7,892.3,2.599999999999909,2021-10-01,2021-10-01_proceedings.txt
Stortinget-20211001-125343_909000_912300,deedee,den der korekte,909.0,912.3,3.2999999999999545,2021-10-01,2021-10-01_proceedings.txt
Stortinget-20211001-125343_923200_926900,aanderaa,etne kakerestane,923.2,926.9,3.699999999999932,2021-10-01,2021-10-01_proceedings.txt
Stortinget-20211001-125343_966600_972300,demoversjonene,om å gå gå ver ver så god,966.6,972.3,5.699999999999932,2021-10-01,2021-10-01_proceedings.txt
Stortinget-20211001-125343_996500_999600,hadde arealet,ja takk,996.5,999.6,3.1000000000000227,2021-10-01,2021-10-01_proceedings.txt
Stortinget-20211001-125343_1026900_1029200,alderen,ho kom,1026.9,1029.2,2.2999999999999545,2021-10-01,2021-10-01_proceedings.txt
Stortinget-20211001-125343_1060000_1064800,aeromaranen,ioe påpeke,1060.0,1064.8,4.7999999999999545,2021-10-01,2021-10-01_proceedings.txt
Stortinget-20211001-125343_1078600_1081000,,takken,1078.6,1081.0,2.400000000000091,2021-10-01,2021-10-01_proceedings.txt
Stortinget-20211001-125343_1118600_1121000,jeg karatetrenere,die kome,1118.6,1121.0,2.400000000000091,2021-10-01,2021-10-01_proceedings.txt
Stortinget-20211001-125343_1211900_1214200,det er også intet,ja ingen no,1211.9,1214.2,2.2999999999999545,2021-10-01,2021-10-01_proceedings.txt
