file,text_bm,text_nn,start,end,duration,date,proceedingsfile
Stortinget-20200507-095518_183600_186700,jeg siterer for lisensen ropstad er du,komiteen får iserast prostad,183.6,186.7,3.0999999999999943,2020-05-07,2020-05-07_proceedings.txt
Stortinget-20200507-095518_194600_196900,jenta til sin førsamtale,kistinskal se fram imot,194.6,196.9,2.3000000000000114,2020-05-07,2020-05-07_proceedings.txt
Stortinget-20200507-095518_286600_307200,stortingets møte er lovlig satt det foreligger to permisjonssøknader fra senterpartiets stortingsgruppe om velferdspermisjon for representanten jenny klinge i tiden fra og med tolvte til og med fjortende mai fra representanten trond giske om studiepermisjon i tiden fra og med tolvte til og med fjortende mai disse søknader foreslås behandlet straks ogt,stortingets møte er lovleg satt det førlege to permisjonssøknader frå senterpartiets stortingsgruppe om velferdspermisjon for representanten jenny klinge i tiden fram med tolvte til og med fjortende mai frå representanten trond giske om studiepermisjon i tida fram med tolvte til og med fjortende mai desse søknadane forsats på andelstakt,286.6,307.2,20.599999999999966,2020-05-07,2020-05-07_proceedings.txt
Stortinget-20200507-095518_307200_321500,følgende vararepresentanter foreslås innkalt for å møte i permisjonstiden for møre og romsdal geir inge lien og fra søtrøndelag kristian torve det anses også vedtatt representanten kari elisabeth kaski vil framsette et,følgende vararepresentanter foreslås inka oss for å møte i permisjonstiden for møreromsdag er ingelin og få sørtrøndelag kristian torve det anses også vedtatt representanten kari elisabeth kaski vil framsette ei,307.2,321.5,14.300000000000011,2020-05-07,2020-05-07_proceedings.txt
Stortinget-20200507-095518_332500_358400,ski president eee eee på vegne av representantene karin andersen mona fagerås audun lysbakken og meg sjøl så vil jeg framsette et representantforslag om behovet for raskt å øke ekstra bevilgninger til kommunesektoren under koranakrisen og jeg håper at komiteen kan se på det så raskt som overhodet mulig representanten trygve slagsvold vedum vil framsette et representantforslag,skipresident eee eee på vegner av representantane karin andersen mona fagerås audun lysbakken og meg sjøl så vil eg framsette eit representantforslag om behovet for raskt å auke ekstra bevilgninga til kommunesektoren under koranakrisen me håparatkomiteen kan se på desse raskt som overhodet mulig representanten trygve slagsvold vedum vil framsette eit representantforslag,332.5,358.4,25.899999999999977,2020-05-07,2020-05-07_proceedings.txt
Stortinget-20200507-095518_366000_390900,vedum gode president på vegne av representantene marit arnstad liv signe navarsete jenny klinge willfred nordlund og meg sjøl vil jeg framsette et representantforslag om å sette ned en total beredskapskommisjon forslagene vil bli behandlet på reglementsmessig måte til behandling foreligger de saker som er oppført på dagsorden nummer syttini,vedum gode president på vegner av representanten marit arnstad liv signe navarsete gjenni klinge willfred nordlund og meg sjøl vil eg framsette eit representantforslag om å sette ned ein totalberedskapskommisjonforslaga me vil bli behandla på reglementsmessig måte til behandling foreligger de saker som er oppført på dagsen nummer syttini,366.0,390.9,24.899999999999977,2020-05-07,2020-05-07_proceedings.txt
Stortinget-20200507-095518_390900_416000,sak en innstilling fra næringskomiteen om et kvotesystem for økt verdiskaping en framtidsrettet fiskerinæring innstilling to hundre og førtitre s tjuenitten tjuetjue jamfør melding storting trettito tjueatten tjuenitten etter ønske fra komiteen vil presidenten ordne debatten slik fem minutter til hver partigruppe og fem minutter til medlemmer av regjeringen videre vil det innenfor den fordelte taletid bli gitt anledning til inntil tre replikker med svar etter,sak ein innstilling frå næringskomiteen om eit kvotesystem for økt verdiskaping ein framtidsrettet fiskerinæring innstilling to hundre og førtitre s tjuenitten tjuetjue jamfør melding stortinget trettito tjueatten og tjuenitten etter esra komiteen vil presidenten ørne debatten slik fem minuttar til vare partigruppe og fem minutter til medlemmer av regjeringa vidare vil det innanfor den fordelte taletid blir gitt anledning til inndel tre replikker med svar et av,390.9,416.0,25.100000000000023,2020-05-07,2020-05-07_proceedings.txt
Stortinget-20200507-095518_416000_427900,etter partienes hovedtalere og inntil seks replikker med svar etter innlegg fra medlemmer av regjeringen og de som måtte tegne seg på talerlisten utover den fordelte taletid får en taletid på inntil tre minutter,etter partias hovudtalarar og inntil seks replikker med svar etter innlegg frå medlemmer av regjeringa og dei som måtte teikne seg på talarlista utover den fordelte talertid for ein taletid på inntil tre minutt,416.0,427.9,11.899999999999977,2020-05-07,2020-05-07_proceedings.txt
Stortinget-20200507-095518_431400_436600,da har representanten trygve slagsvold vedum bedt om ordet,da har representanten trygve slagsvold vedum bedt om ordet,431.4,436.6,5.2000000000000455,2020-05-07,2020-05-07_proceedings.txt
Stortinget-20200507-095518_441900_469200,gode president jeg har eee hatt gleden av å være folkevalgt i seksten år det har vært et stort privilegium og en stor ære og vært på stortinget eee og behandla veldig mange saker men i dag har jeg opplevd noe nytt og det er at regjeringspartiene kom med et forslag som omhandler deres egen melding der de påpeker at ikke alle deler av meldinga er ordentlig konsekvensutreda og i forslaget som blitt lagt fram nåøtet så står det,gode president eg har eee hatt gleden av å vere folkevalde i seksten år det har vorte eit stort bulege på ein stor ære og vore på stortinget eee og behandla veldig mange saker men i dag har eg opplevt nok nytt og det gjer at regjeringspartia kommer med eit forslag som omhandlar ems eigen melding der dei påpeiker at ikkje alle delar av meldinga er omendtle konsekvensutreda og i forslaget om er blit lagt fram ogte så står det,441.9,469.2,27.30000000000001,2020-05-07,2020-05-07_proceedings.txt
