file,text_bm,text_nn,start,end,duration,date,proceedingsfile
stortinget-20100421-095528_322200_328700,er aiesåvidasue påsørensen gafsaleher,session på plass statsråd på smala,322.2,328.7,6.5,2010-04-21,2010-04-21_proceedings.txt
stortinget-20100421-095528_371400_375900,president jeg tenorers poprettede har eee,ok president ja at kashan,371.4,375.9,4.5,2010-04-21,2010-04-21_proceedings.txt
stortinget-20100421-095528_383800_395400,stortingets møte er lovlig satt eee representanten rigmor andersen eide vil fremsette et eee representantforslag rigmor andersen eide,stortingets møte er lovleg sett eee representanten rigmor andersen eide vil fremsette eit representantforslag rigmor eee andersen eide,383.8,395.4,11.599999999999966,2010-04-21,2010-04-21_proceedings.txt
stortinget-20100421-095528_400800_418700,eee på vegne av eee line henriette hjemdal og hans olav siversen og undertegnede så fremma et forslag om eee et et et representantforslag om bedre rammevilkår for bedrifter som driver med gjenbruk og reparasjon,eee på vegner av eee line henriette hjemdal og hans olav sivertsen og underteiknade så fremma eit forslag om eee eit eit eit representantforslag om betre rammevilkår for bedrifter som driv med gjenbruk og reparasjon,400.8,418.7,17.899999999999977,2010-04-21,2010-04-21_proceedings.txt
stortinget-20100421-095528_421700_439300,eee representanten torgeir treldal vil fremsette et representantforslag torgeir treldal president jeg vil på vegne av eee representanten eee harald t nesvik per roar brevold og undertegnet,eee representanten torgil seldal vil framsette eit representantforslag turgeirsøldal president eg vil på vegne av representantene harald tom esvik her lova brevvole underteikne,421.7,439.3,17.600000000000023,2010-04-21,2010-04-21_proceedings.txt
stortinget-20100421-095528_439300_452600,fremmer et representantforslag om oppsigelse av hovedavtalen for jordbruket representant harald t nesvik vil fremsette to representantforslag,fremma eit representantforslag om oppsigelse av hovudavtalen for jordbruketrepresentant harild te nesvik vil fremsette to representantforslag,439.3,452.6,13.300000000000011,2010-04-21,2010-04-21_proceedings.txt
stortinget-20100421-095528_467100_493300,ærede president jeg vil fremsette to representantforslag nummer en på vegne av representantene torgeir trældal troa bredvold oskar grimsdal og undertegnede om å oppheve forskrift om rikspolitiske bestemmelser og forsker presidenter og så president vil jeg fremme et representantforslag fra representantene jan henrik fredriksen,her er det president eg vil fremsette to representantforslag nummer ein på vegner av representantane torgeir treldal per roar bredvold ho skal grimstal og underteikna det om å oppleve forskrift om rikspolitiske bestemmelser på kjøpesenter og så president vil eg fremme eit representantforslag frå representantane jan henrik fredriksen,467.1,493.3,26.19999999999999,2010-04-21,2010-04-21_proceedings.txt
stortinget-20100421-095528_493300_511300,om eee å fjerne flyplassavgiftene i forbindelse med vulkanutbruddet på island president dette forslaget ber om at blir behandla etter forretningsordens paragraf tjueåtte til tredje ledd liten bokstav c om hastebehandling,om eee å fjerne flyplassavgiftene i forbindelse med vulkanutbrotet på island president dette forslaget ber om at vi behandlar etter forretningsordens paragraf tjueåtte tredje ledd liten bokstav c om hastebehandling,493.3,511.3,18.0,2010-04-21,2010-04-21_proceedings.txt
stortinget-20100421-095528_515600_545500,forslagene vil eee bli behandla på reglementsmessig måte til eee behandling eee foreligger de saker som er oppført på dagsorden nummer sekstini sak en spørretime muntlig spørretime storting stortinget mottok mandag medelse fra statsministerens kontor om at statsminister jen stoltenberg ville møte til muntlig spørretime statsministeren er til stede og vi er klar til å starte den muntlige spørretimen de representantene som i tillegg til blir,forslaga vil bli behandla på reglementsmessig måte til eee behandling eee foreligger dei saker som er oppført på dagsorden nummer sekstini sak ein spørjetime muntleg spørjetime stortin stortinget mottok mandag medels frå statsministerens kontor om at statsminister jens stoltenberg ville møte til muntlig spørretime statsministeren er til stede og vi er klar til å starte den muntlige spørretimen byr representantane som i tillegg til dyr,515.6,545.5,29.899999999999977,2010-04-21,2010-04-21_proceedings.txt
stortinget-20100421-095528_545500_571700,for hans formelte ønsker å stille hovedspørsmål bes reise seg da er vi klar til første hovedspørsmål som blir stilt fra representanten siv jensen deretter blir det hovedspørsmål fra representanten erna solbergjensen,for øns formelt ønsker å stille hovudspørsmål bes reise seg da har vi eee klart til eit første hovudspørsmål som blir stilt fra representanten siv jensen deretter blir det hovudspørsmål frå representanten erna solbergjensen,545.5,571.7,26.200000000000045,2010-04-21,2010-04-21_proceedings.txt
