file,text_bm,text_nn,start,end,duration,date,proceedingsfile
Stortinget-20170509-095533_289600_314500,stortingets møte er lovlig satt qqq følgende innkalte vararepresentanter tar nå sete fra vest for vestagder fylke bena mynd grønvold for hedmark fylke rangi grogstad for oslo an katrin qqq sjøsammer for sogn og fjordane fylke jeni følging for nordtrøndelag fylke jorid holstad nordmelan for sørtrøndelag fylke gunn elin flakne og for østfold fylke wenke osen,stortingets møte er lovlig satt følgende innkalte varerepresentantar tar nå sete frå vest for vest agder fylke bejamin grønvold for hedemark fylke rangi krokstad for oslo ann katrin sjøsamer for sogn og fjordane fylke jenny følling for nordtrøndelag fylket jorid holstad nordmeland for sjølv from dag fylket gunnelinflakne og for østfold fylke venke olsen,289.6,314.5,24.899999999999977,2017-05-09,2017-05-09_proceedings.txt
Stortinget-20170509-095533_314500_339800,fra for arbeiderpartiets stortingsgruppe foreligger søknad om velferdspermisjon fra representanten karin o tung i dagene tiende og ellevte mai denne søken foreslått foreslås behandlet straks og innvilges det anses vedtatt varepresentant ferhat guven foreslås innkalt for å møte i permisjonstiden det anses også vedtattstatsråd per sandberg vil overbringe en kongelig proposisjon statsråd sandberg,for for arbeidarpartiet stortingsgruppe forliks søknad av velferdspersjon for epresentanten karin oatung i dag under tiande ellevte mai denne saka foreslått forslags behandla doks og innvilges det anses vedtatt vår representant per at guben foreslås innkalt frå møtet i permisjonstida det anses også vedtattstatsråd per sandberg vil ogringe ein kommeleg proposisjon statsråd sandberg,314.5,339.8,25.30000000000001,2017-05-09,2017-05-09_proceedings.txt
Stortinget-20170509-095533_343300_368700,president på vegne av regjeringa har jeg den ære å overlevere en proposisjon endringer i legemiddelloven og patentloven legemidler til barn og samtykke til godkjenning av eøskomiteens beslutning nummer nittito totusenogsytten av femte mai totusenogsytten om inn om innlemmelse i eøsavtalen om eee forordning ef nummer nitten nullen totusenogseks om legemidler til barn,president på vegner av regjeringa har ein gjere å avlevere ein eee proposisjon endringar i legemiddelloven og patentlova legemiddel til barn og samtykke til godkjenning av eøskomiteens beslutning nummer nittito totusenogsytten av femte mai totusenogsytten og inn om innlemmelse i eøsavtalen om eee forordning ef nummer nitten ulen totusenogseks om legemiddel til barn,343.3,368.7,25.399999999999977,2017-05-09,2017-05-09_proceedings.txt
Stortinget-20170509-095533_368700_394700,med dere proposisjonen vi behandla på reglementsra måte presidenten qqq vil foreslå at til valget send settepresident for stortingets møte denne uken og anser det vedtatt presidenten vil foreslå hans andreas limi andre forslag foreligger rik og hans andre mis qqq andreas limi anses enstemmig verdt som setter president for denne ukens møter qqq til behandling foreligger de saker som,vi ned pro oposisjonen vil du behandla på hegreslamåte presidenten qqq mitt foreslår at til velge sen sette president for stortingets møte denne uken og anset det er vedtatt presidenten vil foreslå hans andreas limi andre forslag for luik og han som dres andreas limi anses innstiling vart som setter president for denne ukens møte til behandling foreligger ei saker so,368.7,394.7,26.0,2017-05-09,2017-05-09_proceedings.txt
Stortinget-20170509-095533_394700_420600,først sakene på dagens kart tas opp til behandling og presidenten opplyse om at møtet i dag fortsetter utover klokken seksten qqq sak en innstilling fra kommunal og forvaltningskomiteen om representantforslag fra stortingsrepresentantene heikki eidsvoll holmås karin andersen heidi green greni marit arnstad kari henriksen rasmus hansson trine skei grande og andre n skjelstad om domstolsbehandling ved tilbakekallelse av statsborgerskap innstilling hundre og sekstini s tjueseksten tjuesytten jamfør dokument åtte,først saka på dagens kart har så til behandling presidenten opplyse om at møtet i dag fortsetter utover klokka seksten sak en innstilling fra kommunal og forvaltningskomiteen om representantforslag på trollrepresentanten heiki eisvordholmås karin andersen heidi grin greni marit arnstad kari henriksen rasmus hanson trynesheggrande og andre n skjelstad om domstolsbehandling ved tilbakekallelse av statsborgerskap innstilling hundre og sekstini s tjueseksten tjuesytten jamfør dokument åtte,394.7,420.6,25.900000000000034,2017-05-09,2017-05-09_proceedings.txt
Stortinget-20170509-095533_420600_444000,trettitre s tjueseksten tjuesytten etter ønske fra komiteen vil presidenten foreslå at taletiden blir begrenset til fem minutter til hver partigruppe og fem minutter til medlem av regjeringen videre vil presidenten foreslå at innenfor den fordelte taletid blir tande inntil seks replikker med svar etter innlegg fra medlemmer av regjeringen og de som måtte tegne seg på talerlisten utover fordelt taletid får en taletid på inntil tre minutter det anses vedtatt første taler helge andre njåstad sakens ordfører,trettitre s tjueseksten tjuesytten etter ønske frå komiteen represententen foreslå at taletiden bi begrensa til fem minutt til kvar partigruppe og fem minutt til medlemer av regjeringa vidare representanten foreslå at innanfor den fordelte taletida blir ta inntil seks replikker med svar etter innlegg frå medlemer av regjeringa og dei som må tenke seg på talarlista utover forlet taletid får ein taletid på inntil tre minutt det anses vedtatt første talar helge andre jåstad sakas ordførar,420.6,444.0,23.399999999999977,2017-05-09,2017-05-09_proceedings.txt
Stortinget-20170509-095533_448500_475500,ta qqq takk president eee da denne saken dreier seg om er noe helt annet enn da som en nou om eee eee tap av statsborgerskap som eee som straff eee som har vært ute dreier seg om eee dette dreier seg nemlig om å tilbakekalle noe som man aldri skulle hatt eee og da er ikke straff i i verken lovens forstand eller på annen en forveksla,ta qqq takk president eee det denne saka dreier seg om er noko heilt anna enn det som en nou om eee tap av statsborgarskap som eee som straff eee som har vore ute dreia seg om eee dette dreier seg nemleg om å tilbakekalla noko som ei ein aldri skulle hatt eee og da er ikkje straff i i verken lovas forstand eller på annan m å forveksla,448.5,475.5,27.0,2017-05-09,2017-05-09_proceedings.txt
Stortinget-20170509-095533_475500_504200,den nouen og denne saken og denne problemstillingen som eee som nå er eee aktuell eee bakgrunnen for at det har vært et representantforslag ifra eee partiene av eee miljøpartiet det grønne arbeiderpartiet venstre eee sv og senterpartiet eee skyldes at eee eee udi har fått flere ressurser eee sånn at de har jobba fram en rekke saker som og har skapt medieoppmerksomhet eee som har danna grunnlag for at det ble,den nouen og denne saka og denne problemstillinga som eee som no er eee aktuell eee bakgrunnen for at det har vore eit representantforslag ifrå eee partia eee miljøpartiet dei grøne arbeidarpartiet venstre eee sv og senterpartiet eee skyldes at udi har fått fleire ressursar eee sånn at dei har jobba fram ein rekke saker som og har skapt medieoppmerksomheit eee som hadde danna grunnlag for at det blei,475.5,504.2,28.69999999999999,2017-05-09,2017-05-09_proceedings.txt
Stortinget-20170509-095533_504200_530200,fremma et representantforslag eee tidlig i år som går på hvem som skal ha myndighet til å tilbakekalle statsborgerskap eee som er gitt på feilaktig grunnlag til personer eee videre peker representantforslaget på at saker eee som er under behandling må stilles i bero i påvente av at denne vurderingen eller denne eee endringen,fremma eit representantforslag eee tidleg i år som går på kven som skal ha myndigheit til å tilbakekalla statsborgarskap eee som er er gitt på felaktig grunnlag til personar eee vidare peikar representantforslaget på at eee saker eee som er under behandling må stillast i bero i påventet av at eee denne vurderinga eller denne endringa,504.2,530.2,26.000000000000057,2017-05-09,2017-05-09_proceedings.txt
Stortinget-20170509-095533_530400_555100,eee som saksordfører for eee for saken så har jeg selvfølgelig eee gått eee grundig inn i problemstillingen og besøkte eee udi eee sitt eee eee eller udi sitt kontor som behandla sånne saker eee og registrerte da at udi på eget initiativ har omorganisert seg for å samla spesialkompetanse på eee kompliserte saker innafor statsborgerskap eee og tilbakekall,eee som saksordførar for for saka så har eg selvfølgelig eee gått grundig inn i problemstillinga og besøkte eee udi sitt eee eller udi sitt kontor som behandla sånne saker eee og registrert der at udi på eige initiativ har omorganisert seg for å samla spesialkompetanse på eee kompliserte saker innanfor statsborgerskap eee og tilbakekall,530.4,555.1,24.700000000000045,2017-05-09,2017-05-09_proceedings.txt
