file,text_bm,text_nn,start,end,duration,date,proceedingsfile
Stortinget-20131112-095520_320300_348100,stortingets møte er lovlig satt og representanten arve kambe som har vært permittert har igjen tatt sete det foreligger to permisjonssøknader det er fra senterpartiets stortingsgruppe om sykepermisjon for representanten anne tingelstad wøien fra og med tolvte novem og inntil videre,stortingets møte er lovleg sett og representanten arve kambe som har vart permitert har igjen tatt sete det foreligger to permisjonssøknader det er frå senterpartiets stortingsgruppe om sykepermisjon for representanten anne tingelstad bøyen frå med tolvtende novem og inntil vidare,320.3,348.1,27.80000000000001,2013-11-12,2013-11-12_proceedings.txt
Stortinget-20131112-095520_348100_374900,det er også fra arbeiderpartiets stortingsgruppe om permisjon for representanten sverre myrli i tiden fra og med tolvte november til og med femtende november for å delta i møte i natos parlamentarikerforsamling ibis cock i kirgisistan og vi skal velge natodelegasjon noen minutter så disse søknader foreslås behandlet straks og innvilgett,det er også frå arbeidarpartiet stortingsgruppe om permisjon for representanten svare mulig i tida fram med tolvte november til og med femtende november for å delta i møtet i natos parlamentarikerforsamling i bis keck i kirgisistan og vi skal velje natodelegasjon om no minutt til så desse søknader foreslås behandlings straks og innlegget,348.1,374.9,26.799999999999955,2013-11-12,2013-11-12_proceedings.txt
Stortinget-20131112-095520_374900_402300,eee følgende vararepresentanter foreslås innkalt for å møte i permisjonsjonstiden og det er da slik at det først for akershus fylke er anne oddermark fra tolvte til trettende ellevte og så are helseth fjortende ellevte for oppland fylke ivar odnes det anses vedtatt anne odem odnes er til stede,eee følgende varerepresentantar foreslås innkalt for å møte i permitonsjonstiden og det er det slik at det først får apesjøsfylke er anne odermark frå tåte til trettende ellet og så are heise fjortende i ellefte for oppland fylke ivar odnes det anses vedtatt anne odem odne verte stede,374.9,402.3,27.400000000000034,2013-11-12,2013-11-12_proceedings.txt
Stortinget-20131112-095520_402300_428000,og vil ta sete representanten kjell ingolf ropstad vil framsette et representantforslag ropstad vær så god gode president på vegne av representantene hans olav syversen line henriette hjemdal hans fredrik grøvan og meg sjøl så har jeg gleden av å sette fram et representantforslag om en handlingsplan mot antisemittisme,og vil ta setetrepresentanten cell inga ropstad vil framsette eit representantforslag ropstad ver så godgode president på vegner av representantane hans olav syvertsen line henriette hjemdal hans fredrik grøvan og meg sjøl så er eg gledande å sette fram eit representantforslag om ein handlingsplan mot antisemitisme,402.3,428.0,25.69999999999999,2013-11-12,2013-11-12_proceedings.txt
Stortinget-20131112-095520_428600_457600,og forslaget vil bli behandlet på reglementsmessig måte til behandling foreligger de saker som er oppført på dagsorden nummer elleve eee presidenten driste seg til å si at eee hun antar at det ikke blir noe særlig debatt på de sakene som er til behandling i dag og at det er grunn til å anta at det blir votering om kort tid slik at man kanskje blir sittende i salen,og forslaget vil bli behandla på reglementsmessig måte til behandling foreligger de i saker som er oppført på dagsorden nummer elleve eee presidenten driste seg til å si at eee hon antar at det ikkje blir nokon særleg debatt på dei sakene som er til behandling i dag og at det er grunn til å anta at det blir votering om kort tid slik at ein kanskje blir sittande i salen,428.6,457.6,29.0,2013-11-12,2013-11-12_proceedings.txt
Stortinget-20131112-095520_457600_485400,sak en er suppleringsvalg av to medlemmer til fullmaktskomiteen det skal velges to nye medlemmer eee til fullmaktskomiteen til erstatning for medlemmer som har trådt inn i regjeringen og presidenten ber om forslag harald t nesvik vær så god foreslår ueda er ulf leirstein og bente to foreslått,sak ein er suppleringsvalg av to medlemmer til fullmaktskomiteen det skal veljast to nye medlemmer eee til fullmaktskomiteen til erstatning for medlemmer som har trått inn i regjeringa og presidenten ber om forslag harald ten elsvik ver så god det er ulf leistein og bente to foreslått som,457.6,485.4,27.799999999999955,2013-11-12,2013-11-12_proceedings.txt
Stortinget-20131112-095520_485400_512700,eee nye medlemmer av fullmaktskomiteen istedenfor anders andersen amundsen og solveig horne foreligger det flere forslag det gjør det ikke og presidenten foreslår at det voteres på vanlig måte de som stemmer imot bes reise seg ingen har reist seg og ulf leirstein og bente thorsen er enstemsom nye medlemmer har fulgt et,eee nye medlemmar av fullmaktskomiteen i staden for anders andersen amundsen og solveig horne foreligger fleire forslag det gjer det ikkje og presidenten foreslår at det voterast på vanleg måte de som stemmer imot bes reise seg ingen har reist seg og ulf weisten og vente torsen er ei einstem som nye medlemer av føme,485.4,512.7,27.300000000000068,2013-11-12,2013-11-12_proceedings.txt
Stortinget-20131112-095520_512700_537400,komiteensak to er eee innstilling fra stortingets presidentskap om endringer i stortingets forretningsorden og reglement for åpne kontrollhøringer det er eee innstilling tjue s for tjuetretten til tjuefjorten og første taler er representanten svein roald hansen,slitesak to er eee innstilling frå stortingets presidentskap om endringar i stortingets forretningsorden og reglement for opne kontrollhøyringar det er eee innstilling tjue s for tjuetretten til tjuefjorten og første talar er representanten svein roald hansen,512.7,537.4,24.699999999999932,2013-11-12,2013-11-12_proceedings.txt
Stortinget-20131112-095520_546000_573400,hansen vær så god ja president det er ikke meningen å for lenge møtet unødig men bare en kort orientering om hva dette dreier seg om det ble foretatt omfattende revisjon av stortingets forretningsordning i totusenogtolv og totusenogtretten og da oppsto det enkelte henvisningsfeil og uklarheter i forretningsorden og reglementet for ko åpne kontrollhøringer som det er nødvendig å rette opp det er i det alt vesentlige tale om lovtekger av mindre karakter,hansen ver så god ja president det er ikkje meininga med å forlenge møtet i unødig men berre ein kort orientering om kva dette dreier seg om det blei foretatt omfattande revisjon av stortingets forretningsording i totusenogtolv og totusenogtretten og da oppstod det enkelte henvisningsfeil og uklarheiter i forretningsorden og reglementet for kor opne kontrollhøyringar som det er nødvendig å rette opp der i det alt vesentleg tala om lovtegar av mindre karakter,546.0,573.4,27.399999999999977,2013-11-12,2013-11-12_proceedings.txt
Stortinget-20131112-095520_573400_600200,men det har også vært nødvendig å oppdatere reglementet for åpne kontrollhøringer slik at de er tilpasset de nye og generelle reglene om høring i forretningsorden eee det gjelder mulighetene som mindretallet eee har i komiteene til å foreslå åpen høring og mulighetene som da ligger i å ankre dette til innenfor presidentskapet av flertallet dette gjelder ikke for kontrollkomiteen som har egheter,men det har også vore nødvendig å oppdatere reglementet for opne kontrollhøyringar slik at dei er tilpassa dei nye og generelle reglane om høyring i forretningsorden det gjeld mulighetene som mindretalet eee har i komiteen til å foreslå open høyring og mulighetene som da ligg i å anke dette til innfor presidentskapet av fleirtalet dette gjelder ikkje for kontrollkomiteen som har eigheter,573.4,600.2,26.800000000000068,2013-11-12,2013-11-12_proceedings.txt
Stortinget-20131112-095520_600200_630100,og så har det videre vært behov for å presisere at den nye bestemmelsen i forretningsorden om komiteenes mulighet til å reise inntil to debatter om et tema innenfor komiteens ansvarsområde det er paragraf toogtyve siste ledd det åpner åpnes da ikke for fremsettelse av forslag eee og avstemning det lå implisitt i formuleringen men for å være helt sikker på at ikke det skal oppstå noen tvil om det så blir det tatt inn eee presist at det ikke er tillatt å reise forslag og avstemning i under den typen,og så har det vidare vore behov for å presisere at den nye bestemmelsen i forretningsorden om komiteens mulighet til å reise inn til to debattar og med tema innanfor komiteens ansvarsområde der paragraf to utyve siste led det opnar opne stad ikkje får fremsettelse av forslag eee og avstemming det låg implisitt i formuleringa men for å vere heilt sikker på at ikkje det skal oppstå nokon tvil om det så blir det tatt inn eee presist at det ikkje er tillate å reise forslag og avstemming i under den type,600.2,630.1,29.899999999999977,2013-11-12,2013-11-12_proceedings.txt
Stortinget-20131112-095520_630100_655200,eee debatteringen fler har bedt om ordet i sak to sak to er dermed ferdigbehandlet og vi går til sak nummer tre som er innstilling fra valgkomiteen om valg av medlemmer og varamedlemmer til stortingets delegasjon til europarådets parlamentariske forsamling det er innstilling tjueen s for tjuetretten tjuefjorten,debatteningen fler har bedt om ordet i sak to sak to er dermed hæri behandla og vi går til sak nummer tre som er innstilling frå valkomiteen om va av medlemmer og varamedlemmer til stortingets delegasjon til europarådets parlamentariske forsamling det er innstilling tjueen s frå tjuetretten tjuefjorten,630.1,655.2,25.100000000000023,2013-11-12,2013-11-12_proceedings.txt
Stortinget-20131112-095520_655200_684800,og presidenten vil nå understreke at de sakene som ligger til behandling eee på de neste sakene eee de har altså ikke ligget ute i den reglementsmessige tiden det vil si åtteogførti timer med hjemmel i forretningsordens paragraf førtiseks så vil presidenten foreslå at stortinget likevel behandler disse sakene nå ingen innvendinger er kommet til det og det anses da som vedtatt,og presidenten vil nå understreka at dei sakene som ligg til behandling eee på dei neste sakene eee dei har altså ikkje ligget ute i den reglementsmessige tiden det vil si åtteogførti timer med hjemmel i forretningsordens paragraf førtiseks så vil presidenten foreslå at stortinget likevel behandler desse sakene nå ingen innvending i dei har kome til det og det anses da som vedtatt,655.2,684.8,29.59999999999991,2013-11-12,2013-11-12_proceedings.txt
Stortinget-20131112-095520_684800_714500,eee ingen har bedt om ordet til sak nummer tre saken er ferdigbehandlet eee stortinget går videre til sak nummer fire som er innstilling fra valgkomiteen om valg av medlemmer og varamedlemmer til stortingets delegasjon til eftaparlamentarikerkomiteene og den felles eøsparlamentarikerkomiteen det er innstilling tjueto s for tjuetretten tjuefjorten ingen har bedt om ordet,eee ingen har bedt om ordet til sak nummer tre saka er ferdigbehandla eee stortinget går vidare til sak nummer fire som er innstilling frå valkomiteen om vaug av medlemmer og varamedlemmer til stortingets delegasjon til eftaparlamentarikerkomiteene og den felles eøs parlamentarikerkomiteen det er innstilling tjueto s for tjuetretten tjuefjorten ingen har bedt om ordet,684.8,714.5,29.700000000000045,2013-11-12,2013-11-12_proceedings.txt
Stortinget-20131112-095520_714500_742600,og eee saken er ferdigbehandlet sak nummer fem er innstilling fra valgkomiteen om valg av medlemmer og varamedlemmer til stortingets delegasjon til natos parlamentarikerforsamling innstilling tjuetre s for tjuetretten tjuefjorten ingen har heller her bedt om ordet og saken er ferdigbehandlet sak seks er innstilling fra valgkomiteen om valg av medlemmer og varamedlemmer til stortingets delegasjon,og eee saka er ferdigbehandla sak nummer fem er innstilling frå valkomiteen om vald av medlemmer og varamedlemmer til stortingetsdeligasjon til natos parlamentarikerforsamling innstilling tjuetre s for tjuetretten tjuefjorten ingen har heller her bedt om ordet og sak er ferdigbehandla sak seks er innstilling frå valkomiteen om vald av medlemmer og varamedlemmer til stortingets selgason,714.5,742.6,28.100000000000023,2013-11-12,2013-11-12_proceedings.txt
Stortinget-20131112-095520_742600_770900,til organisasjonen for sikkerhet og samarbeid i europa det er osses parlamentariske forsamling innstilling tjuefire s for tjuetretten og tjuefjorten ingen har bedt om ordet saken er ferdigbehandlet sak sju er innstilling fra valgkomiteen om valg av medlemmer og varamedlemmer til stortingets delegasjon for forbindelser med europaparlamentet det er innstilling tjuefem s for tjuetretten tjuefjorten,til organisasjonen for sikkerhet og samarbeid i europa det er oslos parlamentariske forsamling innstilling tjuefire s få tjuetretten og tjuefjorten ingen har bedt om ordet som er ferdigbehandla sak sju er innstilling frå valkomiteen om vald av medlemmer og varamedlemmer til stortingets delegasjon for forbindelser med europaparlamentet det er innstilling tjuefem s for tjuetretten tjuefjorten,742.6,770.9,28.299999999999955,2013-11-12,2013-11-12_proceedings.txt
Stortinget-20131112-095520_770900_795100,ingen har bedt om ordet saken er ferdigbehandlet sak nummer åtte innstilling fra valgkomiteen om valg av medlemmer og varamedlemmer til stortingets delegasjon til den interparlamentariske union det er ipu innstilling tjueseks s for tjuetretten tjuefjorten heller ikke her har noen bedt om ordet og saken er ferdigbehandlet,ingen har bedt om ordet saka er ferdigbehandla sak nummer åtte innstilling frå valgkomiteen om valg av medlemmer og varamedlemmer til stortingets delegasjon til den interparlamentariske unionen er ipu innstilling tjueseks s for tjuetretten tjuefjorten helike her har nokon bedt om ordet saka er ferdigbehandla,770.9,795.1,24.200000000000045,2013-11-12,2013-11-12_proceedings.txt
Stortinget-20131112-095520_795100_817300,og sak nummer ni er innstilling fra valgkomiteen om valg av medlemmer og varamedlemmer til stortingets delegasjon for arktisk parlamentarisk samarbeid eller til den arktisk parlamentariske komite det er innstilling tjuesju s for tjuetretten tjuefjorten og sak ti er innstilling fra valgkomiteen,og sak nummer ni er innstilling frå valkomiteen om vald av medlemmer og varemedlemmer til stortingets religasjon for arktisk parlamentarisk samarbeid eller tilla arktisk parlamentariske komite det er innstilling tjuesju s for tjuetretten tjuefjorten og sak ti er innstilling frå valkomiteen,795.1,817.3,22.199999999999932,2013-11-12,2013-11-12_proceedings.txt
Stortinget-20131112-095520_817300_846300,om valg av medlemmer og varamedlemmer til stortingets delegasjon til konferansen for overvåkning av eus utenriks sikkerhets og forsvarspolitikk innstilling tjueåtte s tjuetretten tju fjorten ingen har eee bedt om ordet saken er ferdigbehandlet og eee presidenten vil gjøre oppmerksom på at det allerede ringer og ser ingen grunn til at vi da ikke kan gå rett,omval av medlemmer og varamedlemmer til stortingets delegasjon til konferansen for overvaking av eus utenriks sikkerhets og forsvarspolitikk innstilling tjueåtte s tjuetretten tjuefjorten ingen har eee bedt om ordet sa en er fleirbehandle og eee presidenten vil gjere oppmerksam på at allereie ringer og ser ingen grunn til at vi da ikkje kan gå rett,817.3,846.3,29.0,2013-11-12,2013-11-12_proceedings.txt
Stortinget-20131112-095520_846300_859500,på votering fra og med sakene nummer to og til og med nummer ti eee og anser det for bifalt og vi går da til sak en,på votering frå saka nummer to og til og med nummer ti eee og ansvar det er forbi feld og vi går da til sak igjen,846.3,859.5,13.200000000000045,2013-11-12,2013-11-12_proceedings.txt
Stortinget-20131112-095520_863000_891000,vi har tid til å vente til folk sette seg så det er greit sak to tas opp til votering eee det er altså innstilling fra presidentskapet om endring av forretningsorden og innstillingen refereres romertallene en to og tre er opptatt de som stemmer imot bes reise seg det er enstemmig vedtattsak tre,vi har titlar venter til å fortsette seg så det er grei sak to tast opp til votering eee det er altså innstilling frå presidentskapet om endring av forretningsorden og innstillinga refererast romar tone ein to og tre er opptatt de som stemmer imot bes reise seg det er ekstra vedtatt sak tre,863.0,891.0,28.0,2013-11-12,2013-11-12_proceedings.txt
Stortinget-20131112-095520_891000_916800,innstillingen refereres som medlemmer og varamedlemmer av stortingets delegasjon til europarådets parlamentariske forsamling og videre i samsvar med innstillingen så presidenten leser ikke opp navnene de som stemmer imot bes reise seg det er også enstemmig vedtatteee sak fire innstillingen refereres,innstillinga refererast som medlemmer og varamedlemmer av stortingets delegasjon til europarådets parlamentariske forsamling og vidare i samsvar med innstillinga så presidenten les i opp namn dei som stemmer imot bes reise seg dei er også enstemmig vedtat eee sak fire innstillinga refererast,891.0,916.8,25.799999999999955,2013-11-12,2013-11-12_proceedings.txt
Stortinget-20131112-095520_916800_946600,som medlemmer og varamedlemmer av stortingets delegasjon til efta eøsdelegasjonen og videre i samsvar med innstillingen de som stemmer imot bes reise seg det er enstemmig vedtatt sak fem eee det er eee eee natos parlamentarikerforsamling og innstillingen refereres som medlemmer og varamedlemmer av stortingets delegasjon til nato pa og videre i samsvar med innstillingen,som medlemmer å vara medlemmer av stortingets velgasjon til efta eøs delegasjonen og vidare i samsvar med innstillinga dei som stemmer imot bes reise seg det er jenstemmig vedtatt sak fem eee det er eee eee natos parlamentarikerforsamling og innstillinga refererast som medlemmer og varamedlemmer av stortingets delegasjon til nato pa og vidare i samsvar med innstillinga,916.8,946.6,29.800000000000068,2013-11-12,2013-11-12_proceedings.txt
Stortinget-20131112-095520_946600_970400,de som stemmer imot bes reise seg det er enstemmig vedtatt og sak seks eee innstillingen refereres som medlemmer og varamedlemmer av stortingets delegasjon til eee osses parlamentarikerforsamling og videre i samsvar med innstillingen de som stemmer imot bes reise seg det er enstemmig vedtatt,dei som stemmer imot bes reise seg det er enstemmig vedtatt og sak seks eee innstillinga refererast som medlemmer og varemedlemmer av stortingets delegasjon til oslos parlamentarikeforsamling og vidare i samsvar med innstillinga dei som stemmer imot bes reise seg det er elska me ved ha,946.6,970.4,23.799999999999955,2013-11-12,2013-11-12_proceedings.txt
Stortinget-20131112-095520_970400_1000100,sak syv er eee delegasjon for forbindelse med europaparlamentet med videre vil jeg nesten sagt innstillingen refereres som medlemmer og varamedlemmer av stortingets delegasjon og videre i samsvar med innstillingen de som stemmer imot bes reise seg det er enstemmig vedtatt sak eee åtte er eee eee den interparlamentariske union eee ipu innstillingen refereres,sak sju er eee delegasjonen for forbindelse med europaparlamentet med vidare vil eg nesten sagt innstillinga refererast som medlemmer og varemedlemmer av stortingets delegasjon og vidare i samsvar med innstillinga dei som stemmer imot bes reise seg der esten vedta sak eee åtte er eee eee den interparlamentariske union eee ipu innstillinga refererast,970.4,1000.1,29.700000000000045,2013-11-12,2013-11-12_proceedings.txt
