file,text_bm,text_nn,start,end,duration,date,proceedingsfile
stortinget-20110217-095557_161800_165900,da,er,161.8,165.9,4.099999999999994,2011-02-17,2011-02-17_proceedings.txt
stortinget-20110217-095557_194300_199800,presidentattentetene,arise,194.3,199.8,5.5,2011-02-17,2011-02-17_proceedings.txt
stortinget-20110217-095557_239500_254300,stortingets møte er lovlig satt så representanten bente thorsen vil framsette et representantforslag thorsen,stortingets møte er lovlig satt representanten bente torsmyr framsette eit representantforslag osen,239.5,254.3,14.800000000000011,2011-02-17,2011-02-17_proceedings.txt
stortinget-20110217-095557_265600_287400,president på vegne av representantene jon georg dale tord lien christian tybringgjedde og meg sjøl så har jeg gleden av å fremme et representantforslag om markeringsdag for jøde energiettakk og representanten ketil solvikolsen vil fremsette et representantforslag sokolsen vær så god,president på vegner av representantane jon georg dale tord lien kristian typing ede og meg sjøl så har eg gleda av å fremma eit representantforslag om markeringstak for jødene sjetakerepresentanten ketil solvikolsen vil framsette eit representantforslag sock olsen ver så god,265.6,287.4,21.799999999999955,2011-02-17,2011-02-17_proceedings.txt
stortinget-20110217-095557_294400_322300,president på vegne av representantene oskar grimstad henning skomsvold og meg sjøl har jeg eee fremmet forslag om løsning på kraftforsyninger til bergensområdet da å forslaga vil bli behandla på reglementsmessig måte til behandling foreligger det saker som er oppført på dagsorden nummer femtifire sak en er redegjørelse av fiskeri og kystministeren om status og utsikter for norsk havbruksnæring statsråd libeth berghansen,president på vegner av representantane oskar grimstad hennings gomsvol og meg sjøl har eg eee fremme forslag om løysing på kraftforsyninga til dagens områdea og forslaga vil bli behandla på reglementsmessig måte til behandling foreligger de saker som er oppført på dagsorden nummer femtifire sak ein er redegjørelse av fiskeri og kystministeren om status og utsikter for norsk havbruksnæring statsråd libe berghansen,294.4,322.3,27.900000000000034,2011-02-17,2011-02-17_proceedings.txt
stortinget-20110217-095557_340900_370500,president i totusenogti så var det førti år sia den første norske oppdrettspioneren lyktes med å sette ut laksesmålt i mæra i sjøen og et par år senere kunne høste matfisk av første klasse det var starten på den moderne norske havbruksnæringa i fjor markerte havbruksnæringa også en annen milepæl for første gang så runna produksjonen av oppdrettsfisk en million tonn,president i totusenogti så var det førti år sidan den første norske oppdragsponerane lyktast med å sette ut laksesmålt i mara i sjøen og eit par år seinare kon høst matfisk av første klasse det var starten på den moderne norske havbruksnæringa i fjorl markert havbruksnæringa også ein anna milepel for første gong så runna produksjonen av oppdrettsfisk ein million tonn,340.9,370.5,29.600000000000023,2011-02-17,2011-02-17_proceedings.txt
stortinget-20110217-095557_370500_397100,det er tilsvarer ti millioner måltid hver dag gjennom hele året utviklinga ifra nettenseksti og fram til i dag har overgått det de fleste kunne forestille seg på få tiår så har norge utvikla seg til å bli en av verdens fremste havbruksnasjoner det sies ofte at havbruksnæringa er ei ung næring sammenligna med anna prign,det tilsvarer ti millionar måltid kvar dag gjennom heile året utviklinga ifrå nittenseksti og fram til i dag har overgått det dei fleste kun førestilt seg på få tiår så har noreg utvekla seg til å bli ein av verdens fremste havbruksnasjonar det seiest ofte at havbruksnæringa er i god næring samanlikna med anna pri ge,370.5,397.1,26.600000000000023,2011-02-17,2011-02-17_proceedings.txt
stortinget-20110217-095557_397100_424800,men størrelsen på næringa og den betydningen den har fått både nasjonalt og internasjonalt til sier at havbruksnæringa nå er ei voksen næring det er da også naturlig at den i økende grad er gjenstand for offentlig debatt om hvilke vilkår som skal legges til grunn for dens videre utvikling som statsråd er mitt oppdrag for havbruksnæringa nedfelt i soria moria ii erklæringa da der står det at,men størrelsen på næringa og den betydninga den har fått både nasjonalt og internasjonalt tel seg at havbruksnæringa no er i vaksen næring det er da også naturleg at den i aukande grad er gjenstand for offentleg debatt om kva vilkår som skal leggast til grunn for dens vidare utvikling som statsråd er mitt oppdrag for havbruksnæringa medførte historie moria toerklæring då der står det at,397.1,424.8,27.69999999999999,2011-02-17,2011-02-17_proceedings.txt
stortinget-20110217-095557_424800_454800,det skal legges til rette for videre vekst i havbruksnæringa innafor bærekraftige rammer strategien for bærekraftig havbruk skal legges til grunn arbeidet med å redusere lakselus og rømming vil bli høyt prioritert videre så står det at utviklinga i oppdrettsnæringa må ta hensyn til villaksen havbruksnæringa bidrar til eksportinntekter til aktivitet og sysselsetting spesielt i mange lokalsamfunn langs kysten,det skal leggast til rette for vidare vekst i havbruksnæringa innanfor berekraftige rammer strategien for berekraftig havbruk skal leggast til grunn arbeidet med å redusere lakselus og rømming vil bli høgt prioritert vidare så står det at utviklinga i oppdrettsnæringa må ta hensyn til villaksen havbruksnæringa bidrar til eksportinntekter til aktivitet og sysselsetting spesielt i mang lokalsamfunn langs kysten,424.8,454.8,30.0,2011-02-17,2011-02-17_proceedings.txt
stortinget-20110217-095557_454800_484700,men næringa har også utfordringer på bærekraftsida særlig knytta til lakselus og rømming havbruksnæringa vil som all anna matproduksjon sette avtrykk på miljøet spørsmålet er hvor sterke miljøavtrykk vi kan akseptere hvilke grenseverdier vi skal sette for havbruksnæringas påvirkning på miljøet det ei politisk avveining som må gjøres på bakgrunn av objektiv kunnskap om alle siden av virksomheta,men næringa har også utfordringar på berekraftsida særleg knytta til lakselus og rømming havbruksnæringa vil som all anna matproduksjon sett avtrykk på miljøet spørsmålet er kor sterke miljøavtrykk vi kan akseptere kake grenseverdiar vi skal sette for havbruksnæringas påverkning på miljøet det er ei politisk avveining som må gjerast på bakgrunn av objektiv kunnskap om alle sidene av virksomheten,454.8,484.7,29.899999999999977,2011-02-17,2011-02-17_proceedings.txt
stortinget-20110217-095557_484700_511600,president havbruksnæringa er i dag en av våre største eksportnæringer i totusenogti så eksporterte en laks og regnbøre og anna oppdrettsfisk for trettitre komma fire milliarder kroner det er ei økning på sju komma fem milliarder kroner ifra året før og eksporten ifra havbruksnæringa det utgjorde om lag ti prosent av ekspornorge,president havbruksnæringa er i dag ein av våre største eksportnæringar i totusenogti så eksporterte laks og rennbøre og anna oppdrettsfisk for trettitre komma fire milliardar kroner det er ei auking på sju komma fem milliardar kroner ifrå året før og eksporten ifrå havbruksnæringa det er utgjorde om lag ti prosent av ekspornoreg,484.7,511.6,26.900000000000034,2011-02-17,2011-02-17_proceedings.txt
