file,text_bm,text_nn,start,end,duration,date,proceedingsfile
Stortinget-20141218-095507_168600_170900,et,sa,168.6,170.9,2.3000000000000114,2014-12-18,2014-12-18_proceedings.txt
Stortinget-20141218-095507_291300_319300,stortingets eee møte er lovlig satt det foreligger fire permisjonssøknader fra representanten annar ljunggren om fel foreldrepermisjon i tiden fra og med sjette januar til og med nittende juni tjuefemten fra representanten roy steffensen om foreldrepermisjon i tiden fra og med sjette januar til og med trettende april tjuefemten fra representanten kent gudmundsen om foreldrepermisjon i tiden fra og med sjette januar til og med niende april tjuefemten,stortingets eee møte er lovlig satt det foreligger fire permisjonssøknader frå representanten anna ljunggren og fel foreldrepermisjonen i tiden frå med sjette januar til og med nittende juni tjuefemten frå representanten roy steffensen om foreldrepermisjon i tiden fra sjette januar til og med trettende april tjuefemten frå representanten kent gudmundsen om foreldrepermisjon i tiden frå med sjette januar til og med niande april tjuefemten,291.3,319.3,28.0,2014-12-18,2014-12-18_proceedings.txt
Stortinget-20141218-095507_319300_343100,og fra representanten kjell ingolf ropstad om permisjon i dagene sjette til syvende januar tjuefemten for å delta i informasjonskurs for forsvarets høgskole disse søknader foreslås behandlet straks og innvivilget og det anses vedtatt følgende vararepresentanter foreslås innkalt for å møte i permisjonstiden slik fra austagder fylke terje østebø eiken fra sjette til syvende januar,og frå representanten kjell ingolf ropstad om permisjon i dagene sjette til sydande januar tjuefemten for å delta i informasjonskurs for sveits høgskule desse søknader foreslås behandlet straks og innan vi ville og det anses vedtatt følgende vararepresentanter foreslås innkalt frå møtet i permisjonstida slik frå elvsdagdelfylke terje østebø eiken frå sette til sive januar,319.3,343.1,23.80000000000001,2014-12-18,2014-12-18_proceedings.txt
Stortinget-20141218-095507_343100_367300,for nordland fylke tonehelen toften fra sjette januar til nittende juni fra rogaland fylke kari raustein fra sjette januar til niende april og fra troms fylke christian støbakk wilhelmsen fra sjette januar til niende april det anses også vedtatt representanten line henriette hjemdal vil framsette et representantforslag representanten line henriette,for nordlandfylket tone helen toften frå sjette januar til nittende juni frå rogalandfylket kari elvestein frå sjette januar til niande april og frå troms fylke kristian støbakk wilhemsen frå sjette januar til miande april det anses også vedtatt representanten line ein rete hjemdager framsette et representantforslag representanten line henrete,343.1,367.3,24.19999999999999,2014-12-18,2014-12-18_proceedings.txt
Stortinget-20141218-095507_367300_384700,eee hjemdalærede president på vegne av hans fredrik grøvan rigmor andersen eide jørgen geir jørgen bekkevold og undertegnede presenterer jeg et representantforslag om å styrke den norske reiselivsnæringen,eee hjem da president hans fredrik grøvan rigmor annes neide jørgen geir ergen bekkevold og underteikne det presenterer eg eit representantforslag om å styrke den norske reiselivsnæringa,367.3,384.7,17.399999999999977,2014-12-18,2014-12-18_proceedings.txt
Stortinget-20141218-095507_389700_417500,ja takk representanten karin andersen vil fremsette to representantforslag karin andersen vær så god president jeg vil sette fram forslag på vegne av representantene audun lysbakken torgeir knag fylkesnes og meg sjøl om at lengeværende barn som er sendt ut i perioden første januar tjuefjorten og fram til dags dato må få prøvd saken sin på nyt etter nytt regelverk,ja takk representanten karin andersen vil fremsette to representantforslag karin andersen ver så godpresident ja vil sette fram forslag på vegner av representantane audun lysbakken torge knag fylkesnes og meg sjøl om at lengevernet barn som har sendt ut i perioden første januar tjuefjorten og fram til dagsdato må få prøvd saksen på nyt etter nytt regelverk,389.7,417.5,27.80000000000001,2014-12-18,2014-12-18_proceedings.txt
Stortinget-20141218-095507_417500_444000,og forslag fra stortingsrepresentantene audun lysbakken torgeir knag fylkesnes og meg sjøl om umiddelbart å endre praksis i tråd med unhcr og udis anbefalinger for afghanske barnefamilier som henvises til internflukt samt umiddelbart å hente tilbake familier som er sendt ut i strid med anbefalingeneja takk forslagene vil bli behandlet pte,og forslag frå stortingsrepresentantane audun lysbakken torgeir knag fylkesnes og meg sjøl om umiddelbart å endre praksis i tråd med unhcr og udis anbefalinger for afganske barnefamiliar som henvises til intern flykt samt umiddelbart å hente tilbake familiar som har sendt ut i strid med anbefalingane ja takk forslaget vil bli behandla pte,417.5,444.0,26.5,2014-12-18,2014-12-18_proceedings.txt
Stortinget-20141218-095507_444000_472700,til behandling foreligger de saker som er oppført på dagsorden det er sak en innstilling fra kommunal og forvaltningskomiteen om sametingets virksomhet tjuetretten innstilling femtisyv s tjuefjorten tjuefemten jamføre meld stortingsmelding nummer seks tjuefjorten tjuefemten etter ønske fra komiteen vil presidenten foreslå at taletiden blir begrenset til fem minutter til hver partigruppe og fem minutter til medlem av regjeringen,til behandling foreligger dei saker som er oppført på dagsøyden det er i sak ein innstilling frå kommunal og forvaltningskomiteen om sametingets virksomhet tjuetretten innstilling femtisyv s tjuefjorten tjuefemten jamfør melde stortingsmelding nummer seks tjuefjorten tjuefemten etter ønske frå komiteen vil presidenten foreslå at taletiden blir begrensa til fem minutt til kvar partigruppe og fem minutt til medlem av regjeringa,444.0,472.7,28.69999999999999,2014-12-18,2014-12-18_proceedings.txt
Stortinget-20141218-095507_472700_497200,videre vil presidenten foreslå at det innenfor den fordelte taletid blir gitt anledning til seks replikker med svar etter innlegg fra medlemmer av regjeringen og at de som måtte tegne seg på talerlisten utover den fordelte taletid får en taletid på inntil tre minutter det anses vedtatt første taler er eee representanten heidi greni som også er sakens ordfører,vidare vil presidenten føreslå at det innanfor den fordelte taletid blir dette anledning til seks replikker med svar etter innlegg frå medlemmer av regjeringa og at dei som måtte teikne seg på talarlista utover den fordelte taletid får ein taletid på inntil tre minutt det anses vedtatt første talar er eee representanten heidi greni som også er sakas ordførar,472.7,497.2,24.5,2014-12-18,2014-12-18_proceedings.txt
Stortinget-20141218-095507_507800_533900,greni vær så god president i komiteinnstillinga gir vi innledningsvis uttrykk for prinsipielle betraktninger om vårt forhold til sammetinget og samene som urfolk vi viser til at staten norge er etablert på territoriet til to folk samer og nordmenn og at begge folka har sommerett til og krav på å kunne utvikle sin kultur og sitt språk det og nedfelt i grunnlo,greni ver så god president i komiteinnstillinga gir vi innledningsvis uttrykk for prinsipielle betrakningar vårt forhold til sametinget og saman smurfolk me viser til at staten noreg er etablert på territoriet til to folk same nordmenn og at begge folka har same rett til og krav på å kunne utvikle sin kultur og sitt språk det er nedfelt i grunnlo,507.8,533.9,26.099999999999966,2014-12-18,2014-12-18_proceedings.txt
