file,text_bm,text_nn,start,end,duration,date,proceedingsfile
stortinget-20110505-095500_301200_306200,eee,riseneset,301.2,306.2,5.0,2011-05-05,2011-05-05_proceedings.txt
stortinget-20110505-095500_317600_323300,fullintegrert at vi noesom yttermateriale,assissis i sist,317.6,323.3,5.699999999999989,2011-05-05,2011-05-05_proceedings.txt
stortinget-20110505-095500_335500_338000,presenterte,er sentantene,335.5,338.0,2.5,2011-05-05,2011-05-05_proceedings.txt
stortinget-20110505-095500_358100_366800,stortingets møte er lovlig satt representanten morten ørsal johansen vil framsette et eee representantforslag ø,stortingets møte er lovlig satt representanten mårten ørsal johansen vil framsetta eit eee representantforslag der,358.1,366.8,8.699999999999989,2011-05-05,2011-05-05_proceedings.txt
stortinget-20110505-095500_375300_393700,president på vegne av stortingsrepresentantene hans frolic ellan asmyr per sandberg åse michaelsen anders andersen og meg sjøl har jeg gleden av å framsette et forslag om endring av domstolloven takk og representanten solveig horne ønsker å framsette et representantforslag horne vær så god,president på vegner av stortingsrepresentantar hans frode kjelland asmir per sandberg åse michaelsen anders andersen og meg sjøl har eg gleda av å fremsette eit forslag om endring av domstollova takk representanten solveig hon ønsker det å framsette eit representantforslag horne ver så god,375.3,393.7,18.399999999999977,2011-05-05,2011-05-05_proceedings.txt
stortinget-20110505-095500_401600_427100,president på vegne av stortingsrepresentanten øyven korsberg id homsen og undertegnede så vil jeg fremme et forslag om ny fordelingsnøkkel for tippemidlenetakk og forslaget vil bli behandla på reglementsmessig måte til behandling foreligger den saker som er oppført på dagsorden nummer åttitre det er sak nummer en er innstilling fra justis og eee fra justiskomiteen,president på vegner av stortingsrepresentanten øyvin kosberg i tomsen og underteikne så vil eg fremme eit forslag om ny fordelingsnøkkel for tepemidladaår forslaget vil bli behandla på reglementsmessig måte til behandling foreligger den saka som er oppført på dagsorden nummer åttitre det er sak nummer ein ei innstilling frå justis og eee frå justiskomiteen,401.6,427.1,25.5,2011-05-05,2011-05-05_proceedings.txt
stortinget-20110505-095500_427100_452400,om kampen mot organisert krim kriminalitet en felles innsats de innstilling tre hundre s totusenogti totusenogelleve jamfør melding til stortinget nummer sju totusenogti totusenogelleve og etter ønske fra justiskomiteen vil presidenten foreslå at debatten begrenses til en time og tredve minutter og at taletida fordeles slik arbeiderpartiet trettifem minutter fremskrittspartiet tjue minutter høyre femten minutter sv femten minutter senterpartiet fem minutter kristelig folkeparti fem minutter og venstre fem minutter,om kampen mot dagens er krimi kriminalitet ein felles innsats i innstilling tre hundre s totusenogti totusenogelleve ijanføre melding til stortinget nummer sju totusenogti totusenogelleve og etter ønske frå justiskomiteen vil presidenten foreslå at debatten begrensast til ein time og tredve minuttar og taletida fordelast slik arbeidarpartiet trettifem minutt fremstegspartiet tjue minutter høgre femten minutt sv femten minutt til senterparti i fem minutter kristelig folkeparti fem minutter og venstre fem minutter,427.1,452.4,25.299999999999955,2011-05-05,2011-05-05_proceedings.txt
stortinget-20110505-095500_452400_481000,videre vil presidenten foreslå at det gis anledning til replikkordskifte på inntil tre replikker man sa har etter innlegg fra hovedtalerne på hver partigrupp fra hver partigruppe og inntil fem replikker med svar etter innlegg fra statsråden innenfor den fordelte taletid videre blir det foreslått at dem som måtte tegne seg på talerlista utover den fordelte taletid får ei taletid på inntil tre minutter og det anses vedtatt første taler er sakens ordfører jan bøhler deretter representanten morten ørsal johansen,vidare vil presidenten foreslå at tiets anledning til replikkordskiftet på inntil tre replikkar med svar etter innlegg frå hovudtalane på var partigrup frå arbeidarpartigruppe og etter fem replikkar med svar etter innlegg frå statsråden innanfor den fordelte taletid vidare blir det foreslått at dei som måtte teikne seg på talarlista utover den fordelte taletid for ei taletid på inntil tre minutt og det anses vedtatt første talar er sakas ordførar jan bøhler deretter representanten måten ørsal johansen,452.4,481.0,28.600000000000023,2011-05-05,2011-05-05_proceedings.txt
stortinget-20110505-095500_481000_483500,bøhler vær så god,bøhler ver så god,481.0,483.5,2.5,2011-05-05,2011-05-05_proceedings.txt
stortinget-20110505-095500_494600_522100,gode president qqq vi har et eee gledelig budskap eee i dag fra justiskomiteen overbringe stortinget vi har hatt et eee utmerket samarbeid om en innstilling om organisert kriminalitet der eee stortinget samler seg om det aller meste og det gir større slagkraft i forhold til å å øke styrken i kampen mot dente kriminaliteten,gode president qqq vi har eit gledeleg bodskap eee i dag frå justiskomiteen overinge stortinget vi har hatt eit eee utmerkt samarbeid om ein innstilling om organisert kriminalitet der eee stortinget samlar seg om det aller meste og det gir større slagkraft i forhold til å å auke styrken i kampen mot dente kriminaliteten,494.6,522.1,27.5,2011-05-05,2011-05-05_proceedings.txt
stortinget-20110505-095500_522100_546500,det handler om det handler ikke om spontane eee handlinger som kan være utført i rus halusi og så videre men det handler om planisk om planlagt kynis kynisk kriminalitet som eee utførelse av nettverk og som har ofte har penger og makt som mål vi kjenner jo noen av disse miljøene i i norge som har vært fullt i lang tid jeg kan nevne,det handlar om det handlar ikkje om spontane eee handlingar som kan vere utført i rus ausi og så vidare men det handlar om planiske om planlagt kynisk kynisk kriminalitet som eee utfører av nettverk og som har eee ofte har pengar og makt som mål vi kjenner jo nokon av desse miljøa i i noreg som har vore fullt i lang tid eg kan nemne,522.1,546.5,24.399999999999977,2011-05-05,2011-05-05_proceedings.txt
stortinget-20110505-095500_546500_575700,eee mcgjengene eller det som kalles en prosent gjengene blant emckriminelle kan nevne a og bgjengen jongguns i oslo eee ulike andre andre bes nedbeee bestemte grupperinger men vi har også i de seinere årene sett at det er nye miljøer særlig innenfor økonomisk kriminalitet nye miljøer som kommer inn fra eee over grensene altså mobile vinningskriminelle andre internasjonale kriminelle miljøer,eee mcgjenge eller det som kallast ein prosent gjenge blant mskriminelle kan nemne a og bgjengen angest i oslo eee ulike andre andre bes ned bee bestemte grupperinga men vi har også i dei seinare åra sett at det er nye miljøar særleg innanfor eee økonomisk kriminalitet nye miljøer som kommer inn frå over grensene og som mobile vinningskrimina eller andre internasjonale kriminelle miljøer,546.5,575.7,29.200000000000045,2011-05-05,2011-05-05_proceedings.txt
